PacketCounter, SampleTimeFine, Acc_X, Acc_Y, Acc_Z, FreeAcc_X, FreeAcc_Y, FreeAcc_Z, Gyr_X, Gyr_Y, Gyr_Z, Mag_X, Mag_Y, Mag_Z, VelInc_X, VelInc_Y, VelInc_Z, OriInc_q0, OriInc_q1, OriInc_q2, OriInc_q3, Roll, Pitch, Yaw, Latitude, Longitude, Altitude, Vel_X, Vel_Y, Vel_Z
31806, , 9.618004, -0.250127, -1.089224, 0.029439, 0.216029, -0.132573, 0.055921, -1.903607, 0.024353, -0.735596, -0.438965, 0.160156, 0.096278, -0.002487, -0.009977, 0.999955, 0.000280, -0.009518, 0.000122, -168.577322, -84.123914, -94.301149, , , 0.000000, , , 
31807, , 9.595229, -0.253192, -1.273797, 0.028621, 0.217193, -0.132597, 0.118173, -1.943464, 0.017858, -0.729004, -0.447510, 0.170898, 0.096070, -0.002516, -0.011806, 0.999953, 0.000591, -0.009717, 0.000089, -170.195098, -83.034098, -92.607330, , , 0.000000, , , 
31808, , 9.579898, -0.193272, -1.275018, -0.010706, 0.024363, -0.146574, 0.194119, -1.975316, 0.001272, -0.724609, -0.445557, 0.187500, 0.095919, -0.001920, -0.011805, 0.999951, 0.000971, -0.009876, 0.000006, -171.430138, -81.914210, -91.248156, , , 0.000000, , , 
31809, , 9.603186, -0.232653, -1.204522, 0.060832, -0.234179, -0.134650, 0.292135, -2.042047, -0.030212, -0.720459, -0.438965, 0.206299, 0.096148, -0.002324, -0.011067, 0.999947, 0.001461, -0.010210, -0.000151, -172.476370, -80.766297, -90.020693, , , 0.000000, , , 
31810, , 9.676165, -0.121766, -1.066060, -0.005899, -0.592569, -0.095436, 0.370597, -2.056669, -0.041892, -0.718262, -0.441162, 0.218750, 0.096864, -0.001219, -0.009667, 0.999945, 0.001853, -0.010283, -0.000209, -173.235672, -79.597723, -89.033404, , , 0.000000, , , 
31811, , 9.729642, -0.071531, -1.028133, -0.024022, -0.838081, -0.064759, 0.328829, -1.958945, -0.051453, -0.711670, -0.443359, 0.237549, 0.097391, -0.000724, -0.009329, 0.999951, 0.001644, -0.009795, -0.000257, -173.834307, -78.491502, -88.232746, , , 0.000000, , , 
31812, , 9.746666, -0.115113, -1.038923, 0.044833, -1.007524, -0.062285, 0.233878, -1.822888, -0.051244, -0.703125, -0.443604, 0.248047, 0.097556, -0.001165, -0.009502, 0.999958, 0.001169, -0.009114, -0.000256, -174.331862, -77.453469, -87.585810, , , 0.000000, , , 
31813, , 9.946129, -0.135693, -1.171805, 0.076247, -1.089280, 0.143329, 0.123541, -1.697822, -0.045539, -0.700928, -0.445557, 0.258545, 0.099556, -0.001373, -0.010874, 0.999964, 0.000618, -0.008489, -0.000228, -174.790034, -76.495017, -87.042970, , , 0.000000, , , 
31814, , 10.227738, 0.046326, -1.825099, -0.165789, -0.717147, 0.550501, -0.077326, -1.598815, -0.023318, -0.696533, -0.443604, 0.266846, 0.102419, 0.000444, -0.017433, 0.999968, -0.000387, -0.007994, -0.000117, -175.199908, -75.581551, -86.665079, , , 0.000000, , , 
31815, , 10.701377, 0.002296, -3.158860, -0.270652, 0.290962, 1.337995, -0.340607, -1.465074, -0.002104, -0.687988, -0.441406, 0.275146, 0.107241, -0.000031, -0.030804, 0.999972, -0.001703, -0.007325, -0.000011, -175.671103, -74.760427, -86.383272, , , 0.000000, , , 
31816, , 11.369060, -0.142668, -4.170094, -0.220644, 0.938609, 2.259326, -0.248830, -1.387461, -0.007478, -0.690186, -0.443604, 0.285645, 0.113976, -0.001482, -0.040909, 0.999975, -0.001244, -0.006937, -0.000037, -176.026171, -73.965937, -86.161448, , , 0.000000, , , 
31817, , 12.228688, 0.025119, -3.667097, -0.273046, 0.035191, 2.950961, -0.047783, -1.365115, -0.026323, -0.685547, -0.447998, 0.300293, 0.122533, 0.000226, -0.035835, 0.999977, -0.000239, -0.006826, -0.000132, -176.288267, -73.200586, -85.919537, , , 0.000000, , , 
31818, , 12.583871, 0.047225, -2.336567, -0.084964, -1.489483, 2.899041, -0.068938, -1.135813, -0.035569, -0.683350, -0.450195, 0.300537, 0.125969, 0.000442, -0.022651, 0.999984, -0.000345, -0.005679, -0.000178, -176.518655, -72.550563, -85.718675, , , 0.000000, , , 
31819, , 12.075196, -0.226616, -1.758491, 0.275218, -1.963333, 2.229853, -0.184756, -0.803179, -0.037040, -0.675049, -0.443604, 0.304443, 0.120821, -0.002304, -0.017098, 0.999991, -0.000924, -0.004016, -0.000185, -176.797268, -72.105740, -85.544359, , , 0.000000, , , 
31820, , 11.216000, -0.506670, -2.438471, 0.464144, -1.106095, 1.613693, -0.218126, -0.634413, -0.044963, -0.674805, -0.450195, 0.302490, 0.112235, -0.005118, -0.024023, 0.999994, -0.001091, -0.003172, -0.000225, -177.053712, -71.742453, -85.404990, , , 0.000000, , , 
31821, , 10.669565, -0.594248, -3.551215, 0.416337, 0.060246, 1.440159, -0.156826, -0.571287, -0.059438, -0.668213, -0.450195, 0.308838, 0.106795, -0.006002, -0.035202, 0.999996, -0.000784, -0.002856, -0.000297, -177.309512, -71.438971, -85.236366, , , 0.000000, , , 
31822, , 10.480469, -0.633642, -4.599929, 0.337448, 1.052648, 1.596909, -0.079693, -0.475073, -0.070135, -0.674805, -0.447998, 0.317139, 0.104911, -0.006391, -0.045748, 0.999997, -0.000398, -0.002375, -0.000351, -177.503503, -71.167314, -85.078762, , , 0.000000, , , 
31823, , 10.268999, -0.490341, -4.844957, 0.173347, 1.289765, 1.477694, 0.088534, -0.359280, -0.088154, -0.668457, -0.447998, 0.317139, 0.102775, -0.004927, -0.048267, 0.999998, 0.000443, -0.001796, -0.000441, -177.638355, -70.980019, -84.888296, , , 0.000000, , , 
31824, , 10.084448, -0.031529, -4.210332, -0.199953, 0.658290, 1.093757, 0.220922, -0.337623, -0.107535, -0.668457, -0.446045, 0.321289, 0.100915, -0.000323, -0.041933, 0.999998, 0.001105, -0.001688, -0.000538, -177.705688, -70.787786, -84.682113, , , 0.000000, , , 
31825, , 10.048301, 0.272375, -3.401275, -0.389730, -0.161878, 0.790754, 0.110317, -0.382690, -0.119034, -0.666016, -0.458984, 0.319580, 0.100549, 0.002683, -0.033819, 0.999998, 0.000552, -0.001913, -0.000595, -177.861303, -70.585272, -84.453968, , , 0.000000, , , 
31826, , 10.202051, 0.057617, -2.996307, -0.104075, -0.601966, 0.802851, -0.039031, -0.378229, -0.124107, -0.661865, -0.448242, 0.323242, 0.102077, 0.000507, -0.029770, 0.999998, -0.000195, -0.001891, -0.000621, -178.099471, -70.369852, -84.224099, , , 0.000000, , , 
31827, , 10.472701, -0.141678, -2.948467, 0.128353, -0.739580, 1.042149, -0.038256, -0.266154, -0.122372, -0.666016, -0.450195, 0.325439, 0.104765, -0.001486, -0.029345, 0.999999, -0.000191, -0.001331, -0.000612, -178.358202, -70.238155, -83.984954, , , 0.000000, , , 
31828, , 10.400500, -0.055154, -2.877973, 0.063732, -0.809995, 0.948167, 0.028855, -0.087662, -0.117571, -0.661865, -0.452393, 0.323486, 0.104017, -0.000609, -0.028734, 1.000000, 0.000144, -0.000438, -0.000588, -178.526815, -70.188554, -83.787370, , , 0.000000, , , 
31829, , 10.150928, 0.113130, -2.750551, -0.085501, -0.864645, 0.668951, 0.026935, 0.034210, -0.103611, -0.666016, -0.454590, 0.331787, 0.101505, 0.001082, -0.027523, 1.000000, 0.000135, 0.000171, -0.000518, -178.677910, -70.230518, -83.619615, , , 0.000000, , , 
31830, , 10.008194, 0.175812, -2.780090, -0.148401, -0.793878, 0.544507, 0.002667, 0.017083, -0.085178, -0.661865, -0.452393, 0.323486, 0.100080, 0.001716, -0.027809, 1.000000, 0.000013, 0.000085, -0.000426, -178.805868, -70.240277, -83.481278, , , 0.000000, , , 
31831, , 10.071531, 0.202272, -2.826075, -0.169993, -0.770003, 0.620027, -0.020743, 0.012942, -0.079798, -0.663818, -0.456787, 0.327881, 0.100714, 0.001980, -0.028267, 1.000000, -0.000104, 0.000065, -0.000399, -178.949312, -70.265731, -83.350387, , , 0.000000, , , 
31832, , 9.973550, 0.110796, -2.839870, -0.077484, -0.705599, 0.533566, -0.067376, 0.095828, -0.066467, -0.659668, -0.454590, 0.325684, 0.099722, 0.001065, -0.028447, 1.000000, -0.000337, 0.000479, -0.000332, -179.085987, -70.320285, -83.245532, , , 0.000000, , , 
31833, , 9.612417, -0.054902, -2.826651, 0.081669, -0.559283, 0.190914, -0.092950, 0.141963, -0.067816, -0.659424, -0.456787, 0.321533, 0.096104, -0.000595, -0.028334, 1.000000, -0.000465, 0.000710, -0.000339, -179.258709, -70.417924, -83.128230, , , 0.000000, , , 
31834, , 9.419922, -0.142343, -2.911169, 0.156160, -0.390628, 0.038866, -0.059018, 0.128457, -0.060526, -0.663818, -0.456787, 0.323486, 0.094180, -0.001461, -0.029172, 1.000000, -0.000295, 0.000642, -0.000303, -179.382250, -70.491025, -83.032397, , , 0.000000, , , 
31835, , 9.519715, -0.147795, -3.103844, 0.147286, -0.226305, 0.197694, -0.034323, 0.127456, -0.061307, -0.659424, -0.458984, 0.321533, 0.095177, -0.001512, -0.031099, 1.000000, -0.000172, 0.000637, -0.000307, -179.512494, -70.582353, -82.925435, , , 0.000000, , , 
31836, , 9.766466, -0.134428, -3.192290, 0.137140, -0.211726, 0.460042, -0.006868, 0.158864, -0.055581, -0.666016, -0.458984, 0.319580, 0.097639, -0.001373, -0.032000, 1.000000, -0.000034, 0.000794, -0.000278, -179.599620, -70.672811, -82.836701, , , 0.000000, , , 
31837, , 10.047475, -0.000631, -3.095211, 0.030890, -0.388783, 0.693498, 0.018851, 0.221825, -0.047485, -0.661865, -0.452393, 0.317139, 0.100440, -0.000027, -0.031064, 0.999999, 0.000094, 0.001109, -0.000237, -179.679471, -70.817650, -82.753032, , , 0.000000, , , 
31838, , 10.199057, 0.115216, -2.880655, -0.050919, -0.625260, 0.767415, -0.011291, 0.326055, -0.036735, -0.663818, -0.458984, 0.313232, 0.101944, 0.001132, -0.028973, 0.999999, -0.000056, 0.001630, -0.000184, -179.738755, -71.003852, -82.696664, , , 0.000000, , , 
31839, , 10.098596, 0.129417, -2.849485, -0.066721, -0.580391, 0.664740, -0.049904, 0.427067, -0.029931, -0.663818, -0.458984, 0.311035, 0.100925, 0.001272, -0.028711, 0.999998, -0.000250, 0.002135, -0.000150, -179.816048, -71.268774, -82.651858, , , 0.000000, , , 
31840, , 9.985583, 0.056872, -2.866151, -0.003742, -0.472000, 0.565507, -0.042301, 0.478763, -0.029275, -0.666016, -0.456787, 0.313232, 0.099787, 0.000548, -0.028901, 0.999997, -0.000212, 0.002394, -0.000146, -179.882702, -71.542512, -82.606691, , , 0.000000, , , 
