PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z 
55380 NONE 9.500815 0.169438 -2.481779 0.143866 -0.410759 -0.001265 0.092103 -0.015113 0.020931 -0.942139 0.648438 0.087646 0.095010 0.001716 -0.024810 1.000000 0.000461 -0.000076 0.000105 177.603887 -77.840953 100.914863 NONE NONE 0.000000 NONE NONE NONE 55380 NONE 9.936129 -0.413953 -1.632585 -0.222658 0.398392 0.254837 -0.052324 0.107400 0.016322 -0.888184 0.453125 -0.000488 0.099353 -0.004136 -0.016378 1.000000 -0.000262 0.000537 0.000082 -169.994500 -77.937982 103.282930 NONE NONE 0.000000 NONE NONE NONE 55380 NONE -9.913666 1.734597 0.799817 0.158421 0.064583 0.281868 0.018751 -0.019361 -0.005450 0.805664 -0.571533 0.058594 -0.099137 0.017348 0.007990 1.000000 0.000094 -0.000097 -0.000027 69.652855 78.635274 142.514042 NONE NONE 0.000000 NONE NONE NONE 55380 NONE 8.786995 -2.173173 -0.906828 -0.608087 -0.103611 -0.736577 -0.488136 0.033480 -0.080893 -0.854248 0.610840 0.042480 0.087860 -0.021789 -0.009030 0.999997 -0.002441 0.000167 -0.000404 -119.416434 -78.612578 35.744914 NONE NONE 0.000000 NONE NONE NONE 55380 NONE 9.566822 2.439043 1.088946 0.456809 -0.134521 0.108604 -0.050228 0.140249 -0.051727 -0.982178 0.239502 -0.194580 0.095682 0.024368 0.010816 1.000000 -0.000251 0.000701 -0.000259 57.171439 -76.009607 -138.747957 NONE NONE 0.000000 NONE NONE NONE 55380 NONE 9.651408 -0.042420 -2.612961 -0.022542 0.041185 0.186155 0.058507 -0.005725 0.020792 -0.839111 -0.348145 0.370850 0.096515 -0.000407 -0.026127 1.000000 0.000293 -0.000029 0.000104 -178.857151 -75.113436 -70.942035 NONE NONE 0.000000 NONE NONE NONE 
55381 NONE 9.797167 0.352089 -2.173507 0.274504 -0.018207 0.225086 0.110614 -0.033640 0.031367 -0.946533 0.648438 0.083252 0.097975 0.003548 -0.021717 1.000000 0.000553 -0.000168 0.000157 177.815067 -77.809698 100.759094 NONE NONE 0.000000 NONE NONE NONE 55381 NONE 9.960725 -0.744175 -1.836746 -0.440444 0.077366 0.333419 0.072664 0.161071 0.020366 -0.900635 0.451172 -0.006836 0.099593 -0.007425 -0.018450 1.000000 0.000363 0.000805 0.000102 -169.833664 -78.036561 103.152767 NONE NONE 0.000000 NONE NONE NONE 55381 NONE -9.885215 1.666042 0.733418 0.197618 -0.016360 0.236778 0.028553 -0.027448 -0.003771 0.805664 -0.571533 0.056396 -0.098853 0.016661 0.007323 1.000000 0.000143 -0.000137 -0.000019 69.590333 78.632402 142.433641 NONE NONE 0.000000 NONE NONE NONE 55381 NONE 9.463077 -2.085290 -0.823184 -0.435885 0.071477 -0.097710 -0.295312 -0.002116 -0.091789 -0.854248 0.615234 0.048828 0.094621 -0.020908 -0.008200 0.999999 -0.001477 -0.000011 -0.000459 -119.724568 -78.658164 35.886199 NONE NONE 0.000000 NONE NONE NONE 55381 NONE 9.521068 1.914967 1.025958 -0.035745 -0.271567 -0.050752 -0.125907 0.113464 -0.052223 -0.979980 0.239502 -0.200928 0.095221 0.019131 0.010194 1.000000 -0.000630 0.000567 -0.000261 56.947594 -75.948782 -138.591520 NONE NONE 0.000000 NONE NONE NONE 55381 NONE 9.729731 -0.060862 -2.576558 0.010639 -0.006297 0.252593 0.012470 -0.004730 0.027834 -0.847900 -0.341797 0.372559 0.097298 -0.000593 -0.025763 1.000000 0.000062 -0.000024 0.000139 -178.789712 -75.109228 -71.004457 NONE NONE 0.000000 NONE NONE NONE 
55382 NONE 10.035973 0.433907 -1.722488 0.285240 0.483068 0.363819 0.035167 -0.015113 0.042866 -0.940186 0.646240 0.083252 0.100360 0.004364 -0.017217 1.000000 0.000176 -0.000076 0.000214 177.947058 -77.801620 100.644402 NONE NONE 0.000000 NONE NONE NONE 55382 NONE 9.950879 -0.662945 -2.101985 -0.250224 -0.146771 0.375228 0.147747 0.202819 0.021739 -0.892334 0.455322 -0.006592 0.099488 -0.006603 -0.021126 0.999999 0.000739 0.001014 0.000109 -169.595937 -78.148555 102.996190 NONE NONE 0.000000 NONE NONE NONE 55382 NONE -9.855090 1.558068 0.681932 0.275003 -0.093283 0.183866 0.040937 -0.035755 0.000904 0.810059 -0.573730 0.054443 -0.098552 0.015579 0.006805 1.000000 0.000205 -0.000179 0.000005 69.496384 78.645802 142.306467 NONE NONE 0.000000 NONE NONE NONE 55382 NONE 9.626291 -1.714034 -0.900724 -0.049357 0.052808 0.006145 -0.150752 -0.032385 -0.116660 -0.856445 0.606445 0.042725 0.096254 -0.017203 -0.008979 1.000000 -0.000754 -0.000162 -0.000583 -120.017041 -78.711540 36.080888 NONE NONE 0.000000 NONE NONE NONE 55382 NONE 9.795983 1.549136 1.390204 -0.498039 -0.016600 0.189584 -0.096471 0.081356 -0.040752 -0.984375 0.232910 -0.200928 0.097969 0.015478 0.013855 1.000000 -0.000482 0.000407 -0.000204 56.786660 -75.917806 -138.482212 NONE NONE 0.000000 NONE NONE NONE 55382 NONE 9.731377 -0.094125 -2.560499 0.044683 -0.010818 0.250245 -0.024213 0.002554 0.032905 -0.847900 -0.343994 0.370605 0.097314 -0.000928 -0.025606 1.000000 -0.000121 0.000013 0.000165 -178.730934 -75.110756 -71.079642 NONE NONE 0.000000 NONE NONE NONE 
55383 NONE 10.044098 0.206426 -1.824929 0.081342 0.353579 0.391490 -0.054713 0.033198 0.062213 -0.940186 0.650635 0.085449 0.100437 0.002091 -0.018267 1.000000 -0.000274 0.000166 0.000311 178.120188 -77.811014 100.428327 NONE NONE 0.000000 NONE NONE NONE 55383 NONE 9.946753 -0.581939 -2.255584 -0.102623 -0.274519 0.398986 0.122073 0.213711 0.019283 -0.898682 0.459473 -0.010742 0.099444 -0.005796 -0.022666 0.999999 0.000610 0.001069 0.000096 -169.397269 -78.281000 102.860065 NONE NONE 0.000000 NONE NONE NONE 55383 NONE -9.836688 1.560637 0.646718 0.258673 -0.126791 0.163849 0.059924 -0.039978 0.003451 0.805664 -0.569580 0.050049 -0.098368 0.015603 0.006452 1.000000 0.000300 -0.000200 0.000017 69.425847 78.636568 142.199507 NONE NONE 0.000000 NONE NONE NONE 55383 NONE 10.316356 -1.261221 -0.091697 0.399523 0.979937 0.526866 -0.284787 -0.018172 -0.104995 -0.856445 0.613037 0.048828 0.103157 -0.012668 -0.000890 0.999999 -0.001424 -0.000091 -0.000525 -120.382728 -78.758696 36.286852 NONE NONE 0.000000 NONE NONE NONE 55383 NONE 9.826595 1.658945 2.530565 -0.576500 1.091783 0.394831 -0.076363 0.217954 -0.043188 -0.975342 0.239502 -0.203125 0.098297 0.016578 0.025192 0.999999 -0.000382 0.001090 -0.000216 56.384793 -75.828051 -138.112872 NONE NONE 0.000000 NONE NONE NONE 55383 NONE 9.669120 -0.162906 -2.567791 0.098045 0.034055 0.192371 -0.039233 0.008882 0.035132 -0.850098 -0.339600 0.368408 0.096690 -0.001617 -0.025682 1.000000 -0.000196 0.000044 0.000176 -178.653111 -75.116234 -71.178093 NONE NONE 0.000000 NONE NONE NONE 
55384 NONE 9.979263 -0.072465 -1.976055 -0.163336 0.148190 0.358206 -0.035235 0.067728 0.078008 -0.942139 0.646240 0.087646 0.099786 -0.000689 -0.019794 1.000000 -0.000176 0.000339 0.000390 178.298467 -77.850846 100.225017 NONE NONE 0.000000 NONE NONE NONE 55384 NONE 9.756160 -0.502870 -2.183090 -0.036806 -0.235339 0.194541 0.159394 0.227361 0.010596 -0.892578 0.457275 -0.014893 0.097537 -0.005006 -0.021946 0.999999 0.000797 0.001137 0.000053 -169.163579 -78.407737 102.714550 NONE NONE 0.000000 NONE NONE NONE 55384 NONE -9.773749 1.534948 0.693495 0.282730 -0.083843 0.100748 0.075814 -0.039923 0.007139 0.807861 -0.573730 0.052246 -0.097739 0.015343 0.006921 1.000000 0.000379 -0.000200 0.000036 69.315725 78.649679 142.051211 NONE NONE 0.000000 NONE NONE NONE 55384 NONE 9.172829 -1.243631 -1.132950 0.335552 -0.174213 -0.494534 -0.917415 -0.041296 -0.104806 -0.858643 0.606445 0.055420 0.091724 -0.012536 -0.011253 0.999989 -0.004587 -0.000206 -0.000524 -121.101058 -78.808993 36.470212 NONE NONE 0.000000 NONE NONE NONE 55384 NONE 8.780652 1.349545 0.524957 -0.371317 -0.756485 -0.953424 0.070534 0.146031 -0.023693 -0.979736 0.232910 -0.205078 0.087812 0.013483 0.005190 1.000000 0.000353 0.000730 -0.000118 56.154439 -75.777346 -137.835740 NONE NONE 0.000000 NONE NONE NONE 55384 NONE 9.627394 -0.181090 -2.629530 0.088549 0.106759 0.168029 -0.050453 0.014434 0.033706 -0.849854 -0.345947 0.368652 0.096272 -0.001801 -0.026302 1.000000 -0.000252 0.000072 0.000169 -178.606790 -75.124460 -71.255901 NONE NONE 0.000000 NONE NONE NONE 
55385 NONE 9.730660 -0.083363 -1.943494 -0.160354 0.121914 0.108466 -0.025768 0.092147 0.074893 -0.944336 0.650635 0.081055 0.097298 -0.000800 -0.019480 1.000000 -0.000129 0.000461 0.000374 178.517114 -77.893425 99.978959 NONE NONE 0.000000 NONE NONE NONE 55385 NONE 9.639701 -0.267601 -1.984398 0.119258 -0.007686 0.032056 0.187972 0.219224 0.001517 -0.890381 0.455322 -0.019287 0.096375 -0.002657 -0.019952 0.999999 0.000940 0.001096 0.000008 -168.925488 -78.541072 102.581737 NONE NONE 0.000000 NONE NONE NONE 55385 NONE -9.683184 1.543955 0.707875 0.264732 -0.059295 0.014588 0.088185 -0.036457 0.003070 0.807861 -0.571533 0.052246 -0.096833 0.015435 0.007068 1.000000 0.000441 -0.000182 0.000015 69.270152 78.641363 141.953221 NONE NONE 0.000000 NONE NONE NONE 55385 NONE 9.512949 -1.986883 -1.431632 -0.333745 -0.472585 -0.006636 -0.828397 -0.134755 -0.092137 -0.856445 0.606445 0.059570 0.095130 -0.019972 -0.014170 0.999991 -0.004142 -0.000674 -0.000461 -122.054074 -78.813941 36.957271 NONE NONE 0.000000 NONE NONE NONE 55385 NONE 9.434260 2.168565 1.323359 0.178200 0.013110 -0.043998 0.130079 0.068839 0.006212 -0.982178 0.232910 -0.207275 0.094346 0.021680 0.013215 1.000000 0.000650 0.000344 0.000031 56.094172 -75.757937 -137.696609 NONE NONE 0.000000 NONE NONE NONE 55385 NONE 9.572534 -0.196397 -2.758676 0.051707 0.243505 0.148251 -0.059545 0.016434 0.035901 -0.847900 -0.343994 0.364258 0.095723 -0.001955 -0.027594 1.000000 -0.000298 0.000082 0.000180 -178.535003 -75.137578 -71.364002 NONE NONE 0.000000 NONE NONE NONE 
55386 NONE 9.449749 0.034766 -1.783768 -0.049558 0.228209 -0.198831 -0.041925 0.085347 0.055527 -0.942383 0.650635 0.085449 0.094490 0.000370 -0.017878 1.000000 -0.000210 0.000427 0.000278 178.633099 -77.942657 99.835436 NONE NONE 0.000000 NONE NONE NONE 55386 NONE 9.676806 -0.123574 -1.594338 0.106141 0.387732 -0.012885 0.158983 0.218701 -0.004719 -0.888184 0.455322 -0.023438 0.096751 -0.001225 -0.016050 0.999999 0.000795 0.001094 -0.000024 -168.731166 -78.664391 102.476270 NONE NONE 0.000000 NONE NONE NONE 55386 NONE -9.632459 1.461802 0.682619 0.322013 -0.101514 -0.051893 0.084343 -0.029043 -0.003194 0.803467 -0.573730 0.054443 -0.096325 0.014617 0.006818 1.000000 0.000422 -0.000145 -0.000016 69.180385 78.661846 141.821690 NONE NONE 0.000000 NONE NONE NONE 55386 NONE 9.521658 -1.630866 -0.943460 -0.048532 0.067293 -0.106771 -1.084798 -0.174064 -0.043059 -0.854004 0.604248 0.068115 0.095221 -0.016380 -0.009263 0.999985 -0.005424 -0.000870 -0.000215 -123.135707 -78.789954 37.411345 NONE NONE 0.000000 NONE NONE NONE 55386 NONE 8.911137 1.917214 1.215086 0.047477 -0.039253 -0.617215 0.066327 -0.005110 0.015951 -0.979980 0.237305 -0.205322 0.089110 0.019175 0.012159 1.000000 0.000332 -0.000026 0.000080 56.110957 -75.772684 -137.674142 NONE NONE 0.000000 NONE NONE NONE 55386 NONE 9.497763 -0.244111 -2.761913 0.086749 0.281681 0.077125 -0.046692 0.015812 0.038618 -0.850098 -0.341797 0.366455 0.094976 -0.002429 -0.027626 1.000000 -0.000233 0.000079 0.000193 -178.475473 -75.146492 -71.453227 NONE NONE 0.000000 NONE NONE NONE 
55387 NONE 9.488326 0.302513 -1.523681 0.183296 0.522400 -0.213993 -0.017341 0.061037 0.046152 -0.942383 0.652832 0.081055 0.094878 0.003046 -0.015266 1.000000 -0.000087 0.000305 0.000231 178.788291 -77.970761 99.656201 NONE NONE 0.000000 NONE NONE NONE 55387 NONE 9.934051 -0.061014 -1.198099 0.006637 0.795888 0.161830 0.139127 0.233044 0.009974 -0.890381 0.455322 -0.025391 0.099326 -0.000597 -0.012097 0.999999 0.000696 0.001165 0.000050 -168.478875 -78.805378 102.299531 NONE NONE 0.000000 NONE NONE NONE 55387 NONE -9.539283 1.441647 0.742096 0.344074 -0.040164 -0.142787 0.084163 -0.013298 -0.013110 0.807861 -0.569580 0.052002 -0.095392 0.014420 0.007421 1.000000 0.000421 -0.000066 -0.000066 69.177537 78.666914 141.769659 NONE NONE 0.000000 NONE NONE NONE 55387 NONE 9.076241 -1.611210 -1.616196 -0.065621 -0.615604 -0.474445 -1.175768 -0.215228 -0.089884 -0.858398 0.599854 0.076660 0.090772 -0.016247 -0.015969 0.999982 -0.005879 -0.001076 -0.000449 -124.477105 -78.764510 38.091422 NONE NONE 0.000000 NONE NONE NONE 55387 NONE 8.985756 1.841998 0.477753 0.078750 -0.775375 -0.660769 0.161863 -0.095910 0.033232 -0.977539 0.232910 -0.202881 0.089852 0.018431 0.004836 1.000000 0.000809 -0.000480 0.000166 56.344827 -75.818559 -137.819627 NONE NONE 0.000000 NONE NONE NONE 55387 NONE 9.531329 -0.217210 -2.818545 0.040979 0.316424 0.123902 -0.028141 0.017681 0.042335 -0.845703 -0.341797 0.366455 0.095311 -0.002156 -0.028194 1.000000 -0.000141 0.000088 0.000212 -178.373908 -75.159487 -71.576991 NONE NONE 0.000000 NONE NONE NONE 
55388 NONE 9.617850 0.723233 -1.310223 0.569855 0.811597 -0.129746 -0.015280 0.075970 0.056775 -0.937988 0.648438 0.083252 0.096171 0.007259 -0.013139 1.000000 -0.000076 0.000380 0.000284 178.925563 -78.014444 99.506534 NONE NONE 0.000000 NONE NONE NONE 55388 NONE 10.350345 0.064289 -1.151732 0.099722 0.943417 0.558436 0.104679 0.294124 0.034418 -0.894287 0.453125 -0.021240 0.103486 0.000667 -0.011669 0.999999 0.000523 0.001471 0.000172 -168.150822 -78.966335 102.026203 NONE NONE 0.000000 NONE NONE NONE 55388 NONE -9.539199 1.388849 0.723560 0.382994 -0.071053 -0.153649 0.080971 0.000317 -0.025927 0.803467 -0.571533 0.052246 -0.095390 0.013898 0.007241 1.000000 0.000405 0.000002 -0.000130 69.145741 78.703041 141.698843 NONE NONE 0.000000 NONE NONE NONE 55388 NONE 9.284467 -1.634842 -0.968098 -0.131596 0.085908 -0.337119 -0.960391 -0.233991 -0.152923 -0.860596 0.597656 0.083008 0.092843 -0.016465 -0.009493 0.999987 -0.004802 -0.001170 -0.000765 -125.819926 -78.766493 38.883796 NONE NONE 0.000000 NONE NONE NONE 55388 NONE 9.361448 2.259812 0.922690 0.345952 -0.331441 -0.150118 0.125165 -0.152926 0.042682 -0.979980 0.241699 -0.201172 0.093603 0.022612 0.009313 0.999999 0.000626 -0.000765 0.000213 56.657803 -75.897224 -138.065931 NONE NONE 0.000000 NONE NONE NONE 55388 NONE 9.548928 -0.230325 -2.873291 0.032281 0.366813 0.155025 -0.017406 0.020470 0.049654 -0.854248 -0.341797 0.366455 0.095487 -0.002282 -0.028742 1.000000 -0.000087 0.000102 0.000248 -178.273096 -75.170868 -71.691566 NONE NONE 0.000000 NONE NONE NONE 
55389 NONE 9.866529 0.768757 -1.827471 0.688833 0.361384 0.220953 -0.023182 0.089135 0.088228 -0.946533 0.652832 0.083252 0.098654 0.007729 -0.018320 1.000000 -0.000116 0.000446 0.000441 179.161134 -78.066076 99.243779 NONE NONE 0.000000 NONE NONE NONE 55389 NONE 10.424884 0.024415 -1.268947 0.127544 0.801922 0.657724 0.058698 0.415780 0.063871 -0.894531 0.455322 -0.027588 0.104222 0.000281 -0.012906 0.999998 0.000293 0.002079 0.000319 -167.700131 -79.206811 101.593139 NONE NONE 0.000000 NONE NONE NONE 55389 NONE -9.620412 1.410867 0.716116 0.370356 -0.079192 -0.070395 0.083104 0.010982 -0.040593 0.810059 -0.569336 0.052002 -0.096201 0.014125 0.007172 1.000000 0.000416 0.000055 -0.000203 69.178909 78.727801 141.684183 NONE NONE 0.000000 NONE NONE NONE 55389 NONE 9.242634 -1.415580 -1.161104 0.062435 -0.066112 -0.390911 -0.814971 -0.253025 -0.201620 -0.860596 0.597656 0.091553 0.092427 -0.014296 -0.011436 0.999990 -0.004075 -0.001265 -0.001008 -127.227616 -78.773384 39.842159 NONE NONE 0.000000 NONE NONE NONE 55389 NONE 9.847392 2.139787 0.853351 0.152443 -0.475666 0.288228 0.017260 -0.193447 0.024506 -0.977539 0.241699 -0.203369 0.098463 0.021409 0.008631 1.000000 0.000086 -0.000967 0.000123 57.010119 -75.969072 -138.418843 NONE NONE 0.000000 NONE NONE NONE 55389 NONE 9.595571 -0.328243 -2.831405 0.135965 0.350635 0.190220 -0.029623 0.017845 0.053659 -0.854492 -0.339600 0.366455 0.095954 -0.003261 -0.028322 1.000000 -0.000148 0.000089 0.000268 -178.139716 -75.179880 -71.847198 NONE NONE 0.000000 NONE NONE NONE 
55390 NONE 10.124788 0.834424 -1.950900 0.774317 0.295904 0.498785 -0.043632 0.098963 0.128890 -0.940186 0.655029 0.083252 0.101233 0.008405 -0.019561 1.000000 -0.000218 0.000495 0.000644 179.480560 -78.123125 98.891382 NONE NONE 0.000000 NONE NONE NONE 55390 NONE 10.070537 -0.241351 -1.144427 -0.125211 0.701965 0.300423 0.090171 0.508895 0.090162 -0.892578 0.461670 -0.037842 0.100677 -0.002363 -0.011702 0.999997 0.000451 0.002544 0.000451 -167.046244 -79.479966 100.980207 NONE NONE 0.000000 NONE NONE NONE 55390 NONE -9.768531 1.421166 0.769430 0.391857 -0.038989 0.080788 0.087176 0.016678 -0.054711 0.807861 -0.571533 0.058594 -0.097681 0.014235 0.007709 1.000000 0.000436 0.000083 -0.000274 69.147776 78.785077 141.616650 NONE NONE 0.000000 NONE NONE NONE 55390 NONE 9.365067 -1.240428 -0.949395 0.209643 0.199102 -0.322657 -0.807332 -0.303766 -0.257635 -0.858398 0.599854 0.093506 0.093649 -0.012563 -0.009301 0.999990 -0.004037 -0.001519 -0.001288 -128.824158 -78.792742 40.986158 NONE NONE 0.000000 NONE NONE NONE 55390 NONE 10.089174 1.974597 1.411348 -0.139206 0.029246 0.563348 -0.067756 -0.176537 0.016963 -0.986816 0.234863 -0.196533 0.100878 0.019759 0.014196 1.000000 -0.000339 -0.000883 0.000085 57.281353 -76.049476 -138.738293 NONE NONE 0.000000 NONE NONE NONE 55390 NONE 9.650456 -0.337414 -2.770387 0.164507 0.284959 0.227827 -0.058148 0.015026 0.061959 -0.847900 -0.341797 0.360107 0.096504 -0.003352 -0.027710 1.000000 -0.000291 0.000075 0.000310 -178.035506 -75.187813 -71.989416 NONE NONE 0.000000 NONE NONE NONE 
55391 NONE 10.134141 0.499390 -1.912618 0.450633 0.274973 0.498937 -0.168441 0.144846 0.152152 -0.942383 0.655029 0.085449 0.101324 0.005055 -0.019204 0.999999 -0.000842 0.000724 0.000761 179.784294 -78.203362 98.466506 NONE NONE 0.000000 NONE NONE NONE 55391 NONE 9.715516 -0.463576 -0.941326 -0.366685 0.684525 -0.071590 0.119655 0.533765 0.103247 -0.890381 0.461426 -0.040039 0.097132 -0.004580 -0.009675 0.999996 0.000598 0.002669 0.000516 -166.288207 -79.785150 100.273717 NONE NONE 0.000000 NONE NONE NONE 55391 NONE -9.918668 1.469291 0.807472 0.376387 -0.002118 0.239632 0.079960 0.024944 -0.076581 0.810059 -0.567383 0.058350 -0.099180 0.014728 0.008093 1.000000 0.000400 0.000125 -0.000383 69.179253 78.831989 141.602154 NONE NONE 0.000000 NONE NONE NONE 55391 NONE 9.636727 -1.833299 -1.200157 -0.359900 0.009990 0.063443 -0.845627 -0.325483 -0.258646 -0.862793 0.591064 0.104248 0.096363 -0.018508 -0.011767 0.999989 -0.004228 -0.001627 -0.001293 -130.518941 -78.788087 42.219166 NONE NONE 0.000000 NONE NONE NONE 55391 NONE 9.828160 1.942864 1.214188 -0.090850 -0.109736 0.277971 -0.063146 -0.174035 0.016468 -0.984619 0.243652 -0.198975 0.098269 0.019441 0.012221 1.000000 -0.000316 -0.000870 0.000082 57.566406 -76.110653 -139.069170 NONE NONE 0.000000 NONE NONE NONE 55391 NONE 9.618911 -0.401678 -2.695041 0.241456 0.245459 0.178784 -0.100828 0.016239 0.066478 -0.854248 -0.341797 0.364258 0.096188 -0.003998 -0.026956 1.000000 -0.000504 0.000081 0.000332 -177.907464 -75.196982 -72.185017 NONE NONE 0.000000 NONE NONE NONE 
55392 NONE 9.986700 0.117764 -1.659731 0.057239 0.421388 0.302739 -0.170736 0.159157 0.172120 -0.936035 0.659180 0.081055 0.099853 0.001249 -0.016678 0.999999 -0.000854 0.000796 0.000861 -179.842348 -78.293995 97.984776 NONE NONE 0.000000 NONE NONE NONE 55392 NONE 9.432037 -0.808572 -0.935987 -0.644358 0.459100 -0.332867 0.099639 0.512881 0.114142 -0.886230 0.459473 -0.042236 0.094301 -0.008027 -0.009606 0.999996 0.000498 0.002564 0.000571 -165.475780 -80.054133 99.506398 NONE NONE 0.000000 NONE NONE NONE 55392 NONE -9.889538 1.468714 0.818808 0.365043 0.019056 0.212127 0.082548 0.019741 -0.083939 0.810059 -0.571533 0.058594 -0.098888 0.014725 0.008204 1.000000 0.000413 0.000099 -0.000420 69.139243 78.908825 141.510470 NONE NONE 0.000000 NONE NONE NONE 55392 NONE 9.640159 -1.601301 -1.509185 -0.152761 -0.251652 0.071017 -0.579090 -0.300307 -0.248577 -0.864990 0.586670 0.112793 0.096404 -0.016176 -0.014900 0.999994 -0.002895 -0.001502 -0.001243 -131.926163 -78.787203 43.308264 NONE NONE 0.000000 NONE NONE NONE 55392 NONE 9.641419 1.915510 1.036166 -0.052253 -0.239349 0.068595 -0.093394 -0.189473 0.027734 -0.982178 0.239258 -0.192383 0.096402 0.019173 0.010444 0.999999 -0.000467 -0.000947 0.000139 57.859483 -76.199673 -139.425274 NONE NONE 0.000000 NONE NONE NONE 55392 NONE 9.573410 -0.413901 -2.631525 0.266586 0.204058 0.118763 -0.150858 0.039687 0.067554 -0.856445 -0.341797 0.366455 0.095730 -0.004127 -0.026331 1.000000 -0.000754 0.000198 0.000338 -177.841699 -75.218865 -72.342408 NONE NONE 0.000000 NONE NONE NONE 
55393 NONE 9.820658 -0.087260 -1.393073 -0.161955 0.603668 0.086955 -0.179626 0.161609 0.175595 -0.936035 0.659180 0.085449 0.098196 -0.000799 -0.014009 0.999999 -0.000898 0.000808 0.000878 -179.476048 -78.385283 97.489951 NONE NONE 0.000000 NONE NONE NONE 55393 NONE 9.386382 -0.886440 -1.433737 -0.482116 -0.068769 -0.288602 0.059876 0.465895 0.112554 -0.890381 0.459473 -0.048340 0.093835 -0.008807 -0.014559 0.999997 0.000299 0.002329 0.000563 -164.666030 -80.315117 98.707891 NONE NONE 0.000000 NONE NONE NONE 55393 NONE -9.825481 1.292163 0.839138 0.520932 -0.000516 0.119208 0.096459 0.011948 -0.083532 0.810059 -0.567383 0.062500 -0.098249 0.012959 0.008403 1.000000 0.000482 0.000060 -0.000418 69.137129 78.956897 141.452089 NONE NONE 0.000000 NONE NONE NONE 55393 NONE 9.892046 -1.309045 -1.426706 0.136623 -0.095742 0.265688 -0.473146 -0.296756 -0.240560 -0.862549 0.584473 0.112793 0.098926 -0.013243 -0.014089 0.999995 -0.002366 -0.001484 -0.001203 -133.307271 -78.773788 44.439105 NONE NONE 0.000000 NONE NONE NONE 55393 NONE 9.631523 1.808082 0.934895 -0.136736 -0.333457 0.024971 -0.038434 -0.186970 0.050672 -0.982178 0.239502 -0.196777 0.096302 0.018107 0.009436 1.000000 -0.000192 -0.000935 0.000253 58.148674 -76.280606 -139.745619 NONE NONE 0.000000 NONE NONE NONE 55393 NONE 9.468837 -0.448954 -2.643629 0.282329 0.254867 0.021159 -0.201249 0.061788 0.069446 -0.854248 -0.341797 0.362305 0.094682 -0.004483 -0.026461 0.999999 -0.001006 0.000309 0.000347 -177.751664 -75.252171 -72.557490 NONE NONE 0.000000 NONE NONE NONE 
