PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z 
63910 NONE 9.306562 -0.074317 -2.339013 0.110962 0.845221 -0.254347 -0.053613 0.154038 -0.021389 -1.115723 0.545166 -0.022217 0.093047 -0.000759 -0.023462 1.000000 -0.000268 0.000770 -0.000107 -165.646446 -72.155691 119.069868 NONE NONE 0.000000 NONE NONE NONE 63910 NONE 9.650687 -0.240492 -1.845821 -0.432981 0.439716 -0.003517 -0.097536 0.069365 -0.004156 -0.938721 0.416260 -0.042969 0.096500 -0.002416 -0.018491 1.000000 -0.000488 0.000347 -0.000021 -176.771245 -75.618354 121.899666 NONE NONE 0.000000 NONE NONE NONE 63910 NONE -9.485537 2.462688 1.167085 -0.363709 0.451562 0.039528 -0.024851 -0.016561 -0.041538 0.782227 -0.610107 -0.001465 -0.094851 0.024648 0.011660 1.000000 -0.000124 -0.000083 -0.000208 68.605080 77.198564 147.985544 NONE NONE 0.000000 NONE NONE NONE 63910 NONE 9.713271 -1.860456 -0.552883 -0.284494 0.212177 0.086234 -0.046748 0.068262 0.019902 -0.854004 0.606689 -0.018555 0.097133 -0.018596 -0.005558 1.000000 -0.000234 0.000341 0.000100 -116.576470 -79.444118 37.096316 NONE NONE 0.000000 NONE NONE NONE 63910 NONE 9.692563 1.870305 0.850082 0.512660 -0.173394 0.080420 -0.118569 -0.035262 -0.027681 -0.961426 0.235596 -0.250977 0.096927 0.018695 0.008507 1.000000 -0.000593 -0.000176 -0.000138 50.690524 -79.105479 -121.307033 NONE NONE 0.000000 NONE NONE NONE 63910 NONE 9.313072 0.225303 -2.321072 -0.370662 0.213579 -0.221628 -0.003596 0.080771 0.020929 -0.839355 -0.337646 0.414307 0.093121 0.002262 -0.023248 1.000000 -0.000018 0.000404 0.000105 178.552004 -78.354672 -52.745540 NONE NONE 0.000000 NONE NONE NONE 
63911 NONE 9.222476 0.082770 -2.108176 0.097266 1.031664 -0.408884 0.013475 0.087332 -0.009285 -1.126465 0.552002 -0.026611 0.092216 0.000825 -0.021122 1.000000 0.000067 0.000437 -0.000046 -165.965052 -72.467149 119.378412 NONE NONE 0.000000 NONE NONE NONE 63911 NONE 9.623180 -0.182727 -1.773439 -0.388641 0.493855 -0.045951 -0.102301 0.058392 0.000008 -0.936523 0.412109 -0.040771 0.096227 -0.001836 -0.017762 1.000000 -0.000512 0.000292 0.000000 -176.670457 -75.878074 121.008993 NONE NONE 0.000000 NONE NONE NONE 63911 NONE -9.385293 2.402101 1.087846 -0.348638 0.378392 -0.077571 -0.039065 -0.040609 -0.018766 0.790771 -0.605713 -0.001709 -0.093853 0.024032 0.010855 1.000000 -0.000195 -0.000203 -0.000094 68.541450 77.243903 148.016695 NONE NONE 0.000000 NONE NONE NONE 63911 NONE 9.645653 -1.827583 -0.708177 -0.222042 0.041557 0.027494 -0.030025 0.058712 0.012826 -0.854004 0.608887 -0.022949 0.096456 -0.018271 -0.007107 1.000000 -0.000150 0.000294 0.000064 -115.937934 -79.454233 36.341123 NONE NONE 0.000000 NONE NONE NONE 63911 NONE 9.775138 1.760095 1.120034 0.299491 0.023089 0.178083 -0.117820 0.008163 -0.027454 -0.961426 0.235596 -0.248779 0.097754 0.017594 0.011186 1.000000 -0.000589 0.000041 -0.000137 50.813895 -79.034607 -121.502431 NONE NONE 0.000000 NONE NONE NONE 63911 NONE 9.266563 0.174597 -2.153602 -0.240047 0.116214 -0.301297 -0.081600 0.078559 0.021824 -0.843750 -0.333252 0.418457 0.092657 0.001747 -0.021573 1.000000 -0.000408 0.000393 0.000109 178.578300 -78.348963 -52.831293 NONE NONE 0.000000 NONE NONE NONE 
63912 NONE 9.149398 0.188291 -1.934412 0.073515 1.198524 -0.536534 -0.076971 0.041604 0.010806 -1.122314 0.549805 -0.026611 0.091490 0.001880 -0.019364 1.000000 -0.000385 0.000208 0.000054 -165.971898 -72.488816 119.339337 NONE NONE 0.000000 NONE NONE NONE 63912 NONE 9.509282 -0.287547 -1.890455 -0.396127 0.312629 -0.126187 -0.112135 0.036575 -0.004723 -0.938965 0.418457 -0.042969 0.095089 -0.002888 -0.018920 1.000000 -0.000561 0.000183 -0.000024 -176.740559 -75.899127 121.015013 NONE NONE 0.000000 NONE NONE NONE 63912 NONE -9.285847 2.291130 0.994515 -0.280482 0.274684 -0.204818 -0.049547 -0.053868 -0.002823 0.786377 -0.601562 0.002441 -0.092861 0.022915 0.009914 1.000000 -0.000248 -0.000269 -0.000014 68.383794 77.234016 147.884152 NONE NONE 0.000000 NONE NONE NONE 63912 NONE 9.677198 -1.767624 -0.647511 -0.168701 0.109642 0.043856 -0.041327 0.063470 0.009670 -0.851807 0.611084 -0.018799 0.096771 -0.017673 -0.006502 1.000000 -0.000207 0.000317 0.000048 -115.773020 -79.465121 36.149268 NONE NONE 0.000000 NONE NONE NONE 63912 NONE 9.633785 1.849970 0.809418 0.501758 -0.219639 0.015199 -0.114279 0.026195 -0.033552 -0.963623 0.235596 -0.250977 0.096342 0.018488 0.008071 1.000000 -0.000571 0.000131 -0.000168 50.751257 -79.010200 -121.505317 NONE NONE 0.000000 NONE NONE NONE 63912 NONE 9.226742 0.059453 -2.172714 -0.166938 0.210359 -0.337200 -0.022662 0.064874 0.015764 -0.834961 -0.337646 0.418457 0.092260 0.000599 -0.021757 1.000000 -0.000113 0.000324 0.000079 178.604647 -78.386285 -52.871443 NONE NONE 0.000000 NONE NONE NONE 
63913 NONE 9.240501 -0.129791 -2.165759 -0.012771 0.800370 -0.354704 -0.121817 0.001335 0.031240 -1.122070 0.543213 -0.026611 0.092405 -0.001297 -0.021657 1.000000 -0.000609 0.000007 0.000156 -166.355822 -72.743588 119.633601 NONE NONE 0.000000 NONE NONE NONE 63913 NONE 9.518201 -0.372681 -1.936556 -0.417881 0.201309 -0.103407 -0.106882 0.017922 -0.009412 -0.942871 0.416260 -0.042969 0.095180 -0.003742 -0.019372 1.000000 -0.000534 0.000090 -0.000047 -176.721623 -76.133319 120.201294 NONE NONE 0.000000 NONE NONE NONE 63913 NONE -9.226350 2.194437 0.901971 -0.224764 0.154910 -0.290077 -0.053300 -0.061783 0.017076 0.788818 -0.605713 -0.006104 -0.092268 0.021939 0.008985 1.000000 -0.000267 -0.000309 0.000085 67.777558 77.208741 147.103625 NONE NONE 0.000000 NONE NONE NONE 63913 NONE 9.746548 -1.709751 -0.691880 -0.080837 0.066520 0.106293 -0.037768 0.062962 0.016201 -0.851807 0.608887 -0.018555 0.097465 -0.017091 -0.006946 1.000000 -0.000189 0.000315 0.000081 -115.085014 -79.461193 35.312693 NONE NONE 0.000000 NONE NONE NONE 63913 NONE 9.679038 1.804633 0.833976 0.435959 -0.229422 0.056117 -0.107973 0.045950 -0.034064 -0.963623 0.231201 -0.250977 0.096795 0.018034 0.008308 1.000000 -0.000540 0.000230 -0.000170 50.832140 -78.923755 -121.654339 NONE NONE 0.000000 NONE NONE NONE 63913 NONE 9.265719 0.263841 -2.032075 -0.246414 -0.031738 -0.326341 0.018852 0.053993 0.013061 -0.839355 -0.335449 0.416260 0.092652 0.002646 -0.020346 1.000000 0.000094 0.000270 0.000065 178.666767 -78.356669 -52.934437 NONE NONE 0.000000 NONE NONE NONE 
63914 NONE 9.247340 -0.315047 -2.055566 -0.222980 0.753985 -0.367070 -0.074092 -0.017247 0.027052 -1.124268 0.536621 -0.022217 0.092476 -0.003146 -0.020547 1.000000 -0.000370 -0.000086 0.000135 -166.357393 -72.730378 119.590783 NONE NONE 0.000000 NONE NONE NONE 63914 NONE 9.473508 -0.416901 -1.969886 -0.432632 0.138592 -0.138224 -0.054154 0.012910 -0.002549 -0.945068 0.414307 -0.042969 0.094734 -0.004176 -0.019704 1.000000 -0.000271 0.000065 -0.000013 -176.756601 -76.140777 120.205353 NONE NONE 0.000000 NONE NONE NONE 63914 NONE -9.219682 2.118042 0.790352 -0.173874 0.025719 -0.321513 -0.043538 -0.077833 0.021653 0.795166 -0.601318 -0.003906 -0.092202 0.021172 0.007863 1.000000 -0.000218 -0.000389 0.000108 67.592064 77.180226 146.938975 NONE NONE 0.000000 NONE NONE NONE 63914 NONE 9.559830 -1.663046 -0.793868 -0.042691 -0.050913 -0.077089 -0.050655 0.074228 0.009907 -0.856445 0.613281 -0.020752 0.095596 -0.016628 -0.007970 1.000000 -0.000253 0.000371 0.000050 -114.894030 -79.474052 35.088901 NONE NONE 0.000000 NONE NONE NONE 63914 NONE 9.554960 1.842618 0.978198 0.435810 -0.069984 -0.042604 -0.075032 0.068458 -0.032874 -0.956787 0.235596 -0.248779 0.095556 0.018414 0.009742 1.000000 -0.000375 0.000342 -0.000164 50.695238 -78.884315 -121.558628 NONE NONE 0.000000 NONE NONE NONE 63914 NONE 9.356842 0.268574 -1.919206 -0.178634 -0.135003 -0.259895 -0.067427 0.060882 0.016670 -0.841553 -0.331055 0.414062 0.093562 0.002687 -0.019221 1.000000 -0.000337 0.000304 0.000083 178.670467 -78.391681 -52.977647 NONE NONE 0.000000 NONE NONE NONE 
63915 NONE 9.316400 -0.219791 -1.880926 -0.274981 0.914108 -0.353813 -0.032039 -0.025835 0.011100 -1.111328 0.529785 -0.026367 0.093167 -0.002196 -0.018797 1.000000 -0.000160 -0.000129 0.000056 -166.733214 -72.965015 119.931253 NONE NONE 0.000000 NONE NONE NONE 63915 NONE 9.506872 -0.280504 -1.987685 -0.273907 0.178881 -0.101706 -0.048428 -0.012835 -0.003814 -0.942871 0.410156 -0.041016 0.095070 -0.002812 -0.019870 1.000000 -0.000242 -0.000064 -0.000019 -176.351911 -76.400909 119.013958 NONE NONE 0.000000 NONE NONE NONE 63915 NONE -9.249316 2.068209 0.711269 -0.143888 -0.074084 -0.309686 -0.046729 -0.083575 0.036079 0.792969 -0.601562 -0.003906 -0.092500 0.020667 0.007069 1.000000 -0.000234 -0.000418 0.000180 67.238335 77.185239 146.721030 NONE NONE 0.000000 NONE NONE NONE 63915 NONE 9.608451 -1.681953 -0.730632 -0.054486 0.000024 -0.030962 -0.054926 0.066165 0.008562 -0.847412 0.613281 -0.016602 0.096083 -0.016817 -0.007333 1.000000 -0.000275 0.000331 0.000043 -114.363998 -79.464830 34.460664 NONE NONE 0.000000 NONE NONE NONE 63915 NONE 9.397812 1.917971 1.170815 0.448480 0.147506 -0.161501 -0.060565 0.066652 -0.035418 -0.958984 0.231201 -0.248779 0.093985 0.019167 0.011671 1.000000 -0.000303 0.000333 -0.000177 50.763803 -78.795204 -121.667056 NONE NONE 0.000000 NONE NONE NONE 63915 NONE 9.420678 0.106547 -1.895757 -0.024959 -0.071775 -0.202867 -0.113538 0.071356 0.023819 -0.841553 -0.335449 0.410156 0.094200 0.001066 -0.018992 1.000000 -0.000568 0.000357 0.000119 178.685769 -78.378784 -53.073795 NONE NONE 0.000000 NONE NONE NONE 
63916 NONE 9.450478 -0.066967 -1.837809 -0.213613 1.083356 -0.248469 -0.029420 -0.042780 -0.008978 -1.115234 0.519043 -0.017822 0.094509 -0.000677 -0.018358 1.000000 -0.000147 -0.000214 -0.000045 -166.784814 -72.942390 119.967585 NONE NONE 0.000000 NONE NONE NONE 63916 NONE 9.614789 -0.327912 -1.856274 -0.397262 0.282762 -0.027000 -0.077487 -0.001384 -0.008212 -0.942871 0.410156 -0.045166 0.096148 -0.003290 -0.018561 1.000000 -0.000387 -0.000007 -0.000041 -176.415605 -76.400425 119.033812 NONE NONE 0.000000 NONE NONE NONE 63916 NONE -9.310563 2.012485 0.620585 -0.094426 -0.189010 -0.269252 -0.044618 -0.086064 0.039304 0.790771 -0.607910 -0.001709 -0.093112 0.020108 0.006161 1.000000 -0.000223 -0.000430 0.000197 67.051899 77.145199 146.556045 NONE NONE 0.000000 NONE NONE NONE 63916 NONE 9.505143 -1.779729 -0.721170 -0.165544 -0.023219 -0.116950 -0.039913 0.069477 0.004986 -0.847412 0.608887 -0.020752 0.095049 -0.017796 -0.007241 1.000000 -0.000200 0.000347 0.000025 -114.185545 -79.478646 34.255881 NONE NONE 0.000000 NONE NONE NONE 63916 NONE 9.438650 1.823077 1.332716 0.301318 0.254338 -0.115658 -0.063155 0.064543 -0.034174 -0.956787 0.233398 -0.250977 0.094394 0.018219 0.013291 1.000000 -0.000316 0.000323 -0.000171 50.646300 -78.756561 -121.584133 NONE NONE 0.000000 NONE NONE NONE 63916 NONE 9.461540 0.124325 -2.004959 -0.101121 0.004635 -0.140780 -0.149283 0.086250 0.028323 -0.839355 -0.333252 0.416260 0.094607 0.001242 -0.020091 1.000000 -0.000746 0.000431 0.000142 178.673641 -78.428474 -53.148717 NONE NONE 0.000000 NONE NONE NONE 
63917 NONE 9.668969 -0.091274 -1.868046 -0.242621 1.058572 -0.024559 -0.019851 -0.062711 -0.017022 -1.117432 0.512451 -0.013428 0.096695 -0.000923 -0.018650 1.000000 -0.000099 -0.000314 -0.000085 -167.217313 -73.156572 120.375266 NONE NONE 0.000000 NONE NONE NONE 63917 NONE 9.722775 -0.426138 -1.913874 -0.418425 0.176798 0.095417 -0.042277 0.011405 -0.010635 -0.947021 0.416260 -0.044922 0.097226 -0.004271 -0.019143 1.000000 -0.000211 0.000057 -0.000053 -175.877157 -76.684315 117.981381 NONE NONE 0.000000 NONE NONE NONE 63917 NONE -9.371978 1.957127 0.529731 -0.057072 -0.316272 -0.229283 -0.041738 -0.079860 0.040757 0.788818 -0.605713 -0.006104 -0.093726 0.019553 0.005256 1.000000 -0.000209 -0.000399 0.000204 66.440027 77.118976 145.787536 NONE NONE 0.000000 NONE NONE NONE 63917 NONE 9.499679 -1.900840 -0.687481 -0.285695 -0.018103 -0.104559 -0.030569 0.059454 0.000332 -0.851807 0.608887 -0.018555 0.094995 -0.019009 -0.006900 1.000000 -0.000153 0.000297 0.000002 -113.915012 -79.481867 33.913393 NONE NONE 0.000000 NONE NONE NONE 63917 NONE 9.689884 1.687675 1.446563 0.101785 0.264576 0.124831 -0.054698 0.072304 -0.032997 -0.959229 0.239990 -0.251221 0.096907 0.016865 0.014426 1.000000 -0.000273 0.000362 -0.000165 50.687032 -78.668977 -121.663760 NONE NONE 0.000000 NONE NONE NONE 63917 NONE 9.507383 0.057544 -2.134334 -0.114972 0.140525 -0.070201 -0.189896 0.102019 0.033771 -0.845703 -0.335449 0.407959 0.095063 0.000571 -0.021392 0.999999 -0.000949 0.000510 0.000169 178.657655 -78.438940 -53.257403 NONE NONE 0.000000 NONE NONE NONE 
63918 NONE 9.786887 -0.113674 -1.947910 -0.228234 1.020534 0.111870 0.054813 -0.049053 -0.020594 -1.113281 0.518799 -0.020020 0.097874 -0.001141 -0.019455 1.000000 0.000274 -0.000245 -0.000103 -167.244509 -73.131833 120.436487 NONE NONE 0.000000 NONE NONE NONE 63918 NONE 9.831449 -0.316059 -1.990789 -0.296754 0.191032 0.217067 -0.008912 0.040391 -0.007643 -0.936523 0.412109 -0.044922 0.098310 -0.003165 -0.019928 1.000000 -0.000045 0.000202 -0.000038 -175.893493 -76.707749 117.992931 NONE NONE 0.000000 NONE NONE NONE 63918 NONE -9.450041 1.849645 0.461400 0.050127 -0.419594 -0.181551 -0.029341 -0.068650 0.043794 0.792969 -0.607910 -0.005859 -0.094506 0.018476 0.004579 1.000000 -0.000147 -0.000343 0.000219 66.310069 77.080065 145.671461 NONE NONE 0.000000 NONE NONE NONE 63918 NONE 9.562162 -1.877542 -0.592702 -0.270226 0.080499 -0.054004 -0.012586 0.045046 -0.006042 -0.845215 0.611084 -0.020752 0.095620 -0.018779 -0.005947 1.000000 -0.000063 0.000225 -0.000030 -113.802819 -79.495507 33.791931 NONE NONE 0.000000 NONE NONE NONE 63918 NONE 9.749138 1.717307 1.624768 0.064169 0.421816 0.209919 -0.001218 0.084887 -0.030983 -0.961182 0.231201 -0.253174 0.097501 0.017158 0.016206 1.000000 -0.000006 0.000424 -0.000155 50.555783 -78.624302 -121.530576 NONE NONE 0.000000 NONE NONE NONE 63918 NONE 9.555297 -0.035333 -2.240878 -0.099255 0.280589 -0.002596 -0.191521 0.107271 0.037034 -0.841553 -0.335449 0.412109 0.095541 -0.000357 -0.022460 0.999999 -0.000958 0.000536 0.000185 178.644706 -78.500788 -53.356166 NONE NONE 0.000000 NONE NONE NONE 
63919 NONE 9.797044 0.139826 -1.950989 -0.039033 1.148670 0.111375 0.041670 -0.021983 -0.022969 -1.108887 0.518799 -0.021973 0.097973 0.001391 -0.019499 1.000000 0.000208 -0.000110 -0.000115 -167.635226 -73.365726 120.837715 NONE NONE 0.000000 NONE NONE NONE 63919 NONE 9.883259 -0.083958 -1.878828 -0.117181 0.382791 0.239953 -0.047669 0.050240 -0.010940 -0.940674 0.407959 -0.045166 0.098828 -0.000849 -0.018813 1.000000 -0.000238 0.000251 -0.000055 -175.422799 -76.998861 116.658259 NONE NONE 0.000000 NONE NONE NONE 63919 NONE -9.515555 1.736076 0.411280 0.156281 -0.505275 -0.145776 -0.000523 -0.053867 0.045847 0.786621 -0.607910 -0.003662 -0.095161 0.017339 0.004087 1.000000 -0.000003 -0.000269 0.000229 66.058928 77.078227 145.397848 NONE NONE 0.000000 NONE NONE NONE 63919 NONE 9.642691 -1.754024 -0.595665 -0.132951 0.099084 0.004919 -0.001234 0.038671 -0.015119 -0.847412 0.606934 -0.022949 0.096424 -0.017548 -0.005975 1.000000 -0.000006 0.000193 -0.000076 -113.544776 -79.499124 33.489678 NONE NONE 0.000000 NONE NONE NONE 63919 NONE 9.992270 1.952981 1.621852 0.251521 0.437146 0.484673 -0.025794 0.103204 -0.034358 -0.963623 0.237793 -0.253418 0.099934 0.019515 0.016164 1.000000 -0.000129 0.000516 -0.000172 50.542208 -78.521663 -121.537029 NONE NONE 0.000000 NONE NONE NONE 63919 NONE 9.623362 -0.057904 -2.344909 -0.132279 0.367669 0.084704 -0.165648 0.106714 0.038618 -0.845703 -0.339600 0.403809 0.096221 -0.000580 -0.023500 0.999999 -0.000828 0.000534 0.000193 178.661200 -78.512300 -53.483495 NONE NONE 0.000000 NONE NONE NONE 
63920 NONE 9.647231 0.174470 -1.985805 0.028432 1.111123 -0.024556 -0.025789 -0.019256 -0.026007 -1.108887 0.514404 -0.021973 0.096474 0.001730 -0.019849 1.000000 -0.000129 -0.000096 -0.000130 -167.706732 -73.358201 120.896912 NONE NONE 0.000000 NONE NONE NONE 63920 NONE 9.868432 -0.121081 -1.731488 -0.221650 0.477485 0.193388 -0.102473 0.054775 -0.013486 -0.938721 0.410156 -0.047119 0.098679 -0.001226 -0.017341 1.000000 -0.000512 0.000274 -0.000067 -175.503849 -77.030832 116.681208 NONE NONE 0.000000 NONE NONE NONE 63920 NONE -9.566878 1.668336 0.394883 0.231532 -0.544094 -0.111410 0.032576 -0.032448 0.044842 0.786621 -0.605713 -0.010254 -0.095673 0.016661 0.003936 1.000000 0.000163 -0.000162 0.000224 66.049390 77.046999 145.368913 NONE NONE 0.000000 NONE NONE NONE 63920 NONE 9.617216 -1.673761 -0.535444 -0.070753 0.165647 -0.037894 -0.019576 0.024789 -0.019081 -0.856201 0.608887 -0.018555 0.096170 -0.016747 -0.005365 1.000000 -0.000098 0.000124 -0.000095 -113.509544 -79.514849 33.442414 NONE NONE 0.000000 NONE NONE NONE 63920 NONE 9.623469 2.054456 0.831505 0.648729 -0.219730 0.038922 -0.076318 0.120234 -0.034580 -0.956787 0.233398 -0.257568 0.096243 0.020531 0.008249 1.000000 -0.000382 0.000601 -0.000173 50.300337 -78.462398 -121.334791 NONE NONE 0.000000 NONE NONE NONE 63920 NONE 9.637114 -0.051760 -2.356034 -0.147516 0.378989 0.100039 -0.147879 0.094687 0.034861 -0.841553 -0.335449 0.410156 0.096360 -0.000518 -0.023606 1.000000 -0.000739 0.000473 0.000174 178.668644 -78.566911 -53.577528 NONE NONE 0.000000 NONE NONE NONE 
63921 NONE 9.678427 0.140455 -1.934337 -0.034243 1.087515 -0.002006 -0.061615 -0.048252 -0.015423 -1.102295 0.510010 -0.024170 0.096789 0.001391 -0.019320 1.000000 -0.000308 -0.000241 -0.000077 -168.168180 -73.571314 121.309226 NONE NONE 0.000000 NONE NONE NONE 63921 NONE 9.843224 -0.075688 -1.612533 -0.196973 0.557822 0.144475 -0.078050 0.049533 -0.005992 -0.936523 0.412109 -0.044922 0.098428 -0.000766 -0.016149 1.000000 -0.000390 0.000248 -0.000030 -175.071187 -77.327573 115.644146 NONE NONE 0.000000 NONE NONE NONE 63921 NONE -9.608408 1.678726 0.455566 0.243259 -0.487174 -0.063295 0.054630 -0.008500 0.046606 0.784424 -0.605713 -0.008057 -0.096088 0.016764 0.004556 1.000000 0.000273 -0.000043 0.000233 66.142863 77.041793 145.457223 NONE NONE 0.000000 NONE NONE NONE 63921 NONE 9.627452 -1.737521 -0.563434 -0.122819 0.121840 -0.015017 -0.032056 0.014762 -0.031926 -0.851807 0.606689 -0.022949 0.096271 -0.017391 -0.005639 1.000000 -0.000160 0.000074 -0.000160 -113.289351 -79.523588 33.177049 NONE NONE 0.000000 NONE NONE NONE 63921 NONE 9.624502 1.818909 1.054418 0.345634 -0.100970 0.032190 -0.083551 0.084431 -0.029355 -0.956543 0.231201 -0.255371 0.096252 0.018179 0.010496 1.000000 -0.000418 0.000422 -0.000147 50.296364 -78.368012 -121.380216 NONE NONE 0.000000 NONE NONE NONE 63921 NONE 9.623400 -0.089963 -2.338905 -0.108080 0.389489 0.083019 -0.146404 0.076347 0.036511 -0.841309 -0.337402 0.406006 0.096225 -0.000899 -0.023425 1.000000 -0.000732 0.000382 0.000183 178.686500 -78.562742 -53.694748 NONE NONE 0.000000 NONE NONE NONE 
63922 NONE 9.715956 -0.088370 -2.051843 -0.134373 0.862378 0.079528 -0.067085 -0.049935 0.006218 -1.095947 0.514404 -0.024170 0.097165 -0.000888 -0.020494 1.000000 -0.000335 -0.000250 0.000031 -168.214793 -73.542658 121.317737 NONE NONE 0.000000 NONE NONE NONE 63922 NONE 9.868523 -0.059941 -1.555133 -0.213654 0.613931 0.156626 -0.081155 0.045812 -0.007503 -0.942871 0.416260 -0.049072 0.098682 -0.000609 -0.015574 1.000000 -0.000406 0.000229 -0.000038 -175.126558 -77.354209 115.653285 NONE NONE 0.000000 NONE NONE NONE 63922 NONE -9.595352 1.721670 0.549096 0.222142 -0.385889 -0.058807 0.081574 0.020167 0.033327 0.786621 -0.607910 -0.003662 -0.095956 0.017198 0.005508 1.000000 0.000408 0.000101 0.000167 66.269459 77.028720 145.539174 NONE NONE 0.000000 NONE NONE NONE 63922 NONE 9.578260 -1.827451 -0.551784 -0.223209 0.113047 -0.049261 -0.041813 -0.000356 -0.034276 -0.849609 0.606689 -0.018555 0.095779 -0.018292 -0.005514 1.000000 -0.000209 -0.000002 -0.000171 -113.356799 -79.541605 33.221250 NONE NONE 0.000000 NONE NONE NONE 63922 NONE 9.504492 1.566869 1.278763 0.048911 0.041197 -0.095610 -0.069528 0.091029 -0.027676 -0.956787 0.237793 -0.257568 0.095053 0.015660 0.012739 1.000000 -0.000348 0.000455 -0.000138 50.112086 -78.322332 -121.232701 NONE NONE 0.000000 NONE NONE NONE 63922 NONE 9.581975 -0.177832 -2.381742 -0.069258 0.486127 0.050246 -0.139177 0.062881 0.043644 -0.845703 -0.337402 0.406006 0.095813 -0.001774 -0.023846 1.000000 -0.000696 0.000314 0.000218 178.726345 -78.599234 -53.816744 NONE NONE 0.000000 NONE NONE NONE 
63923 NONE 9.700636 -0.204328 -1.994261 -0.252532 0.780101 0.058930 0.002307 -0.030011 0.021042 -1.095947 0.512207 -0.017578 0.097010 -0.002033 -0.019928 1.000000 0.000012 -0.000150 0.000105 -168.564456 -73.754771 121.651846 NONE NONE 0.000000 NONE NONE NONE 63923 NONE 9.835337 -0.227117 -1.693213 -0.249854 0.376186 0.159698 -0.038391 0.065968 0.005114 -0.942871 0.410156 -0.045166 0.098348 -0.002272 -0.016964 1.000000 -0.000192 0.000330 0.000026 -174.766124 -77.613632 114.424328 NONE NONE 0.000000 NONE NONE NONE 63923 NONE -9.533674 1.731635 0.627949 0.218473 -0.292342 -0.109563 0.090921 0.039483 0.025523 0.784424 -0.605713 -0.003906 -0.095338 0.017301 0.006306 1.000000 0.000455 0.000197 0.000128 66.476375 77.045975 145.710079 NONE NONE 0.000000 NONE NONE NONE 63923 NONE 9.619690 -1.829192 -0.526854 -0.222463 0.137102 -0.009949 -0.037131 -0.012842 -0.043890 -0.854004 0.604492 -0.016357 0.096193 -0.018314 -0.005259 1.000000 -0.000186 -0.000064 -0.000219 -113.250884 -79.555137 33.057261 NONE NONE 0.000000 NONE NONE NONE 63923 NONE 9.386479 1.629684 1.284440 0.111571 0.073687 -0.200520 -0.016976 0.086166 -0.024303 -0.956787 0.233398 -0.259766 0.093872 0.016287 0.012803 1.000000 -0.000085 0.000431 -0.000122 50.107669 -78.238577 -121.240130 NONE NONE 0.000000 NONE NONE NONE 63923 NONE 9.581806 -0.152225 -2.398154 -0.098627 0.481295 0.053616 -0.114575 0.053796 0.043275 -0.841309 -0.337402 0.410156 0.095812 -0.001515 -0.024006 1.000000 -0.000573 0.000269 0.000216 178.792488 -78.579813 -53.966319 NONE NONE 0.000000 NONE NONE NONE 
