PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z PacketCounter SampleTimeFine Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Roll Pitch Yaw Latitude Longitude Altitude Vel_X Vel_Y Vel_Z 
64606 NONE 14.027632 2.457002 1.279673 -3.845873 6.277911 2.444792 0.497556 -0.208591 0.176627 -0.982910 0.392090 0.037354 0.140241 0.024662 0.013004 0.999996 0.002488 -0.001043 0.000883 -174.717781 -66.330520 139.873924 NONE NONE 0.000000 NONE NONE NONE 64606 NONE 13.255915 2.290580 9.346938 -0.192689 3.542955 6.179233 0.131792 -0.182010 0.215242 -0.717041 0.333740 -0.570312 0.132449 0.022987 0.093605 0.999999 0.000659 -0.000910 0.001076 5.858436 -65.986513 -65.086627 NONE NONE 0.000000 NONE NONE NONE 64606 NONE -14.217883 3.057276 2.638085 0.058196 2.347050 4.779844 1.062707 0.327263 -0.390566 0.826172 -0.463135 0.187988 -0.142075 0.030709 0.026776 0.999983 0.005314 0.001636 -0.001953 71.608182 82.432839 128.463747 NONE NONE 0.000000 NONE NONE NONE 64606 NONE 6.972061 2.252316 -20.298904 4.907764 -20.989030 -10.840896 -1.649742 -2.825946 -0.991561 -0.680420 0.721924 -0.253418 0.072686 0.020498 -0.202151 0.999854 -0.008248 -0.014129 -0.004958 -51.021217 -61.976435 -35.291445 NONE NONE 0.000000 NONE NONE NONE 64606 NONE 14.938109 0.292529 1.458764 -5.561512 4.620588 3.342535 1.104979 -3.284242 -0.023804 -0.961426 0.137939 0.190918 0.149115 0.002818 0.017054 0.999850 0.005525 -0.016420 -0.000119 145.410991 -64.570155 147.718354 NONE NONE 0.000000 NONE NONE NONE 64606 NONE 11.966354 0.356025 -4.724033 -2.115181 2.551025 2.623342 0.559399 -0.398956 0.067316 -0.861572 -0.315674 0.286377 0.119756 0.003732 -0.046991 0.999994 0.002797 -0.001995 0.000337 -177.498354 -83.146772 -59.811503 NONE NONE 0.000000 NONE NONE NONE 
64607 NONE 14.091698 1.096928 2.594350 -5.656037 5.889446 2.012434 0.391408 -0.048903 0.154791 -0.991455 0.390137 0.033203 0.140902 0.011027 0.025999 0.999998 0.001957 -0.000245 0.000774 -174.309198 -66.292167 139.670654 NONE NONE 0.000000 NONE NONE NONE 64607 NONE 10.375791 0.931421 5.932115 -0.228436 1.268606 2.105912 0.618262 0.208381 0.441174 -0.706787 0.339844 -0.580566 0.103799 0.009360 0.059242 0.999992 0.003091 0.001042 0.002206 5.612477 -65.896699 -64.435803 NONE NONE 0.000000 NONE NONE NONE 64607 NONE -14.077907 3.098467 2.515898 -0.036597 2.363360 4.627893 1.047348 0.290993 -0.369075 0.830322 -0.460938 0.196289 -0.140685 0.031111 0.025526 0.999984 0.005237 0.001455 -0.001845 72.984772 82.687872 129.270025 NONE NONE 0.000000 NONE NONE NONE 64607 NONE 26.494030 -6.553110 29.175921 4.723630 20.741396 23.996774 -7.521975 -2.829136 -0.889973 -0.685303 0.734619 -0.173340 0.260494 -0.055574 0.297681 0.999183 -0.037600 -0.014142 -0.004449 -57.352341 -63.373423 -33.014048 NONE NONE 0.000000 NONE NONE NONE 64607 NONE 15.467090 0.605541 2.435610 -5.965718 6.160162 3.300954 1.260067 -3.430391 0.015616 -0.952148 0.144531 0.225586 0.154222 0.005903 0.027041 0.999833 0.006300 -0.017151 0.000078 148.372586 -62.916517 145.261209 NONE NONE 0.000000 NONE NONE NONE 64607 NONE 12.045864 0.419696 -4.183928 -1.863917 1.994804 2.650476 0.134423 -0.515640 0.064221 -0.857178 -0.317871 0.290527 0.120565 0.004264 -0.041526 0.999996 0.000672 -0.002578 0.000321 -177.222927 -82.850660 -59.995869 NONE NONE 0.000000 NONE NONE NONE 
64608 NONE 15.685363 1.129141 4.247709 -7.369505 7.189184 2.810885 0.374856 0.169733 0.199976 -1.014893 0.388184 0.028809 0.156878 0.011369 0.042365 0.999997 0.001874 0.000849 0.001000 -173.813869 -66.373113 139.364342 NONE NONE 0.000000 NONE NONE NONE 64608 NONE 8.401176 -0.376723 4.331615 -0.916289 0.063253 -0.397760 1.500285 0.311942 0.716065 -0.708740 0.335693 -0.584961 0.084093 -0.003790 0.043157 0.999964 0.007501 0.001560 0.003580 5.521526 -65.760026 -63.393143 NONE NONE 0.000000 NONE NONE NONE 64608 NONE -13.848758 2.943198 2.225117 -0.069567 2.134654 4.359101 1.031105 0.295612 -0.327687 0.825928 -0.452637 0.202393 -0.138406 0.029543 0.022608 0.999984 0.005155 0.001478 -0.001638 74.456011 82.916329 130.161117 NONE NONE 0.000000 NONE NONE NONE 64608 NONE 18.899628 -27.005509 4.855695 -17.584228 -0.437463 18.481272 -3.410684 -1.542303 -0.498906 -0.694092 0.725830 -0.175293 0.187918 -0.269628 0.054610 0.999822 -0.017052 -0.007711 -0.002494 -60.539582 -64.077879 -31.635448 NONE NONE 0.000000 NONE NONE NONE 64608 NONE 17.318115 1.421453 3.823310 -6.579552 8.649187 4.273547 1.371724 -3.505114 0.037887 -0.945068 0.142334 0.249756 0.172472 0.013971 0.041356 0.999823 0.006858 -0.017525 0.000189 151.104635 -61.191979 143.062234 NONE NONE 0.000000 NONE NONE NONE 64608 NONE 13.313344 0.087083 -3.625374 -1.169151 1.495244 3.854516 0.049438 -0.763308 0.055674 -0.855225 -0.311523 0.302979 0.133270 0.000917 -0.035745 0.999993 0.000247 -0.003817 0.000278 -177.113080 -82.413768 -60.076244 NONE NONE 0.000000 NONE NONE NONE 
64609 NONE 17.440744 1.608037 5.064883 -8.196775 8.451471 4.108627 0.321903 0.564892 0.303508 -1.042480 0.384033 0.026611 0.174525 0.016264 0.050182 0.999994 0.001610 0.002824 0.001518 -173.158726 -66.678036 138.849020 NONE NONE 0.000000 NONE NONE NONE 64609 NONE 10.513056 0.652549 2.602662 1.217592 -1.506383 0.863090 2.536178 0.076707 0.894834 -0.702148 0.327393 -0.591309 0.105111 0.006665 0.026070 0.999910 0.012681 0.000384 0.004474 5.808482 -65.761136 -62.124898 NONE NONE 0.000000 NONE NONE NONE 64609 NONE -14.511108 2.910486 2.134875 -0.016828 2.057665 4.998322 1.048630 0.349546 -0.298648 0.832275 -0.448242 0.215088 -0.145030 0.029208 0.021755 0.999984 0.005243 0.001748 -0.001493 76.347745 83.134477 131.484588 NONE NONE 0.000000 NONE NONE NONE 64609 NONE 12.182110 1.454070 -5.556526 5.554096 -8.022777 -0.530166 6.405020 -2.176903 -1.475046 -0.702393 0.704102 -0.200195 0.122524 0.015380 -0.053750 0.999401 0.032019 -0.010882 -0.007374 -58.268366 -65.461840 -30.068208 NONE NONE 0.000000 NONE NONE NONE 64609 NONE 19.393133 1.633401 6.222462 -8.173694 11.865675 4.672839 1.283488 -3.556220 0.023267 -0.938232 0.146484 0.286865 0.192781 0.015942 0.065763 0.999821 0.006417 -0.017780 0.000116 153.557116 -59.383800 141.123576 NONE NONE 0.000000 NONE NONE NONE 64609 NONE 15.151459 0.776192 -2.402200 -0.904227 -0.216892 5.519409 0.062888 -0.981252 -0.007251 -0.857422 -0.311523 0.311279 0.151630 0.007764 -0.023276 0.999988 0.000314 -0.004906 -0.000036 -177.325432 -81.852818 -59.802124 NONE NONE 0.000000 NONE NONE NONE 
64610 NONE 17.722949 2.078476 5.589354 -8.293217 9.153562 4.226379 0.315891 1.088822 0.395124 -1.097900 0.378174 0.026367 0.177489 0.021048 0.054961 0.999982 0.001579 0.005444 0.001976 -172.265978 -67.264251 138.075649 NONE NONE 0.000000 NONE NONE NONE 64610 NONE 16.629522 3.588730 0.210106 6.124773 -3.816821 5.594436 2.737404 -0.083995 1.084774 -0.699707 0.312988 -0.595703 0.166096 0.036755 0.002670 0.999892 0.013687 -0.000420 0.005424 6.009022 -65.874404 -60.624708 NONE NONE 0.000000 NONE NONE NONE 64610 NONE -15.626826 3.163690 2.345447 0.017794 2.357749 6.129322 1.021422 0.383393 -0.271540 0.834473 -0.444092 0.221191 -0.156180 0.031728 0.023916 0.999984 0.005107 0.001917 -0.001358 78.465461 83.334859 133.031468 NONE NONE 0.000000 NONE NONE NONE 64610 NONE 19.165063 15.263353 -2.205433 21.009722 -4.792343 2.048680 0.571572 -3.427797 -1.846239 -0.724609 0.697266 -0.162109 0.193384 0.150910 -0.018317 0.999806 0.002858 -0.017138 -0.009231 -60.581054 -67.375905 -27.184439 NONE NONE 0.000000 NONE NONE NONE 64610 NONE 20.906281 0.282277 8.639201 -10.918168 14.215715 3.987326 1.238525 -3.537448 -0.008932 -0.926758 0.155273 0.319336 0.207491 0.002263 0.090087 0.999824 0.006192 -0.017686 -0.000045 155.678077 -57.549740 139.471852 NONE NONE 0.000000 NONE NONE NONE 64610 NONE 16.538602 1.302366 -2.378164 -1.139024 -0.829127 6.887299 -0.158968 -1.109557 -0.052655 -0.850830 -0.315918 0.315674 0.165518 0.012962 -0.022874 0.999984 -0.000795 -0.005548 -0.000263 -177.798776 -81.220434 -59.413815 NONE NONE 0.000000 NONE NONE NONE 
64611 NONE 17.846998 2.535639 5.063291 -7.452440 9.229181 4.673714 0.300228 1.810315 0.488129 -1.174805 0.381348 0.019775 0.178856 0.025718 0.049054 0.999955 0.001501 0.009051 0.002441 -171.062431 -68.259687 136.959039 NONE NONE 0.000000 NONE NONE NONE 64611 NONE 21.324726 4.468072 -1.052055 8.512520 -5.685657 9.449142 0.333777 -0.963931 0.800209 -0.702148 0.325439 -0.589111 0.213113 0.045550 -0.009418 0.999979 0.001669 -0.004820 0.004001 5.277991 -66.472024 -59.622745 NONE NONE 0.000000 NONE NONE NONE 64611 NONE -16.851230 3.928506 2.839325 -0.180774 3.187660 7.428664 0.902355 0.359570 -0.275378 0.832275 -0.441895 0.227539 -0.168406 0.039387 0.028874 0.999987 0.004512 0.001798 -0.001377 80.568175 83.531684 134.642364 NONE NONE 0.000000 NONE NONE NONE 64611 NONE 21.373911 -2.363130 -10.027455 5.004294 -13.447633 9.082672 0.057541 -3.307045 -1.918954 -0.742188 0.686279 -0.149170 0.215118 -0.025663 -0.096732 0.999817 0.000288 -0.016534 -0.009594 -63.510162 -69.259838 -23.975807 NONE NONE 0.000000 NONE NONE NONE 64611 NONE 21.946558 -0.789631 11.444849 -13.380054 16.776272 2.545435 1.642003 -3.582975 -0.050692 -0.915283 0.157471 0.347656 0.217367 -0.008912 0.118285 0.999806 0.008209 -0.017914 -0.000253 157.837980 -55.642875 138.042795 NONE NONE 0.000000 NONE NONE NONE 64611 NONE 17.897892 0.606285 -1.472941 0.125545 -1.518232 8.091201 0.024328 -0.780908 0.059831 -0.848633 -0.317871 0.321777 0.179033 0.006118 -0.014030 0.999992 0.000122 -0.003905 0.000299 -177.686134 -80.772446 -59.495505 NONE NONE 0.000000 NONE NONE NONE 
64612 NONE 17.627312 2.914893 4.558979 -6.455475 9.106426 4.863183 0.193929 2.817404 0.508299 -1.228516 0.388428 -0.001953 0.176817 0.029555 0.043130 0.999897 0.000970 0.014087 0.002541 -169.494531 -69.797905 135.399075 NONE NONE 0.000000 NONE NONE NONE 64612 NONE 23.918322 -2.910152 -3.871021 4.515555 -12.659153 10.556104 -1.310298 -1.034047 0.616614 -0.704834 0.339844 -0.578613 0.239467 -0.028611 -0.037284 0.999960 -0.006551 -0.005170 0.003083 3.813288 -67.092014 -58.845191 NONE NONE 0.000000 NONE NONE NONE 64612 NONE -17.608600 5.265743 3.301865 -0.899537 4.367868 8.320296 0.566797 0.264087 -0.301707 0.830078 -0.437744 0.233643 -0.175962 0.052829 0.033401 0.999994 0.002834 0.001320 -0.001509 82.010610 83.725990 135.770652 NONE NONE 0.000000 NONE NONE NONE 64612 NONE 17.504277 3.749258 -3.011992 9.153528 -4.952098 5.059353 1.496958 -3.244440 -1.802956 -0.757324 0.668701 -0.134033 0.175827 0.036120 -0.026998 0.999800 0.007484 -0.016221 -0.009014 -66.089317 -70.990541 -20.318323 NONE NONE 0.000000 NONE NONE NONE 64612 NONE 20.759489 1.224472 12.763002 -11.883968 18.657053 0.480838 2.679664 -3.611598 -0.042277 -0.903809 0.168457 0.373535 0.205246 0.010456 0.131499 0.999747 0.013397 -0.018056 -0.000211 160.385358 -53.700372 136.806707 NONE NONE 0.000000 NONE NONE NONE 64612 NONE 17.143550 0.818997 2.813962 2.214358 -5.179836 6.641975 0.173500 -0.348402 0.238477 -0.848633 -0.311523 0.327881 0.171376 0.008370 0.028445 0.999997 0.000868 -0.001742 0.001192 -176.812266 -80.567979 -60.278482 NONE NONE 0.000000 NONE NONE NONE 
64613 NONE 16.618338 1.035181 2.745679 -5.398023 6.174977 4.934424 -0.173332 3.720216 0.382253 -1.260986 0.417480 -0.041016 0.166635 0.010692 0.024351 0.999825 -0.000867 0.018600 0.001911 -167.783711 -71.860723 133.480804 NONE NONE 0.000000 NONE NONE NONE 64613 NONE 19.201770 -5.506241 -2.898356 0.886712 -11.685684 6.621590 0.296528 -0.255653 0.109042 -0.706543 0.329590 -0.576660 0.192085 -0.054915 -0.028820 0.999998 0.001483 -0.001278 0.000545 3.823684 -67.249752 -58.691407 NONE NONE 0.000000 NONE NONE NONE 64613 NONE -17.048456 6.364332 3.635596 -1.637573 5.391757 7.868351 -0.000052 0.099922 -0.322007 0.832275 -0.435547 0.229248 -0.170364 0.063918 0.036441 0.999999 -0.000000 0.000500 -0.001610 82.388215 83.917055 136.170801 NONE NONE 0.000000 NONE NONE NONE 64613 NONE 11.989308 0.235971 -6.345183 4.124739 -7.437711 0.756638 1.080282 -3.196200 -1.463489 -0.774902 0.655518 -0.114746 0.120901 0.001813 -0.061514 0.999831 0.005401 -0.015980 -0.007317 -69.738175 -72.480523 -15.803584 NONE NONE 0.000000 NONE NONE NONE 64613 NONE 19.792360 4.489826 7.208752 -7.291096 15.986871 2.639203 3.253087 -3.599499 -0.134262 -0.885498 0.177246 0.406006 0.196605 0.043547 0.076350 0.999706 0.016264 -0.017996 -0.000671 163.026616 -51.719536 135.853727 NONE NONE 0.000000 NONE NONE NONE 64613 NONE 14.129152 1.124948 3.681105 2.149327 -5.681028 3.512285 -0.671263 0.021159 0.308868 -0.848633 -0.313721 0.319580 0.141278 0.011591 0.036758 0.999993 -0.003356 0.000106 0.001544 -176.151097 -80.572064 -61.318342 NONE NONE 0.000000 NONE NONE NONE 
64614 NONE 15.284347 -0.413786 1.717997 -4.589622 3.890902 4.346841 -0.621265 4.364074 0.536071 -1.291504 0.450928 -0.097656 0.153180 -0.003681 0.013852 0.999754 -0.003106 0.021819 0.002680 -165.253407 -74.217753 130.463936 NONE NONE 0.000000 NONE NONE NONE 64614 NONE 11.123069 -0.801619 0.966673 1.086382 -3.457040 0.778212 2.495979 0.887735 0.065215 -0.699951 0.317139 -0.595459 0.111274 -0.008096 0.009072 0.999912 0.012480 0.004439 0.000326 5.070588 -66.746945 -58.491744 NONE NONE 0.000000 NONE NONE NONE 64614 NONE -15.266986 6.760010 3.425235 -2.281864 5.604232 6.121419 -0.711764 -0.110227 -0.299954 0.834473 -0.433350 0.227051 -0.152587 0.067950 0.033927 0.999992 -0.003559 -0.000551 -0.001500 81.165968 84.078608 135.355545 NONE NONE 0.000000 NONE NONE NONE 64614 NONE 8.994566 -1.385693 -5.684073 1.633379 -6.388040 -1.348114 1.134959 -2.917787 -1.077458 -0.783691 0.648926 -0.106201 0.090688 -0.014026 -0.055601 0.999863 0.005675 -0.014588 -0.005387 -73.659786 -73.596057 -11.020799 NONE NONE 0.000000 NONE NONE NONE 64614 NONE 17.709928 5.826172 -0.026847 -3.176269 11.010850 4.890823 3.360216 -3.913728 -0.014115 -0.869629 0.197021 0.427002 0.177051 0.058204 0.004175 0.999667 0.016799 -0.019566 -0.000071 165.682743 -49.557580 134.913158 NONE NONE 0.000000 NONE NONE NONE 64614 NONE 11.566861 -0.823200 -0.187605 1.489153 -1.072956 1.638785 -1.042064 0.088823 0.315233 -0.853027 -0.309326 0.315430 0.115681 -0.008059 -0.001885 0.999985 -0.005210 0.000444 0.001576 -175.636730 -80.611380 -62.443037 NONE NONE 0.000000 NONE NONE NONE 
64615 NONE 14.013175 -2.916325 -0.555259 -3.431651 0.081013 4.092911 -1.545624 4.827971 0.685373 -1.320312 0.506348 -0.158447 0.140046 -0.028742 -0.008711 0.999673 -0.007727 0.024137 0.003426 -161.646166 -76.779431 125.823208 NONE NONE 0.000000 NONE NONE NONE 64615 NONE 1.189512 1.397488 -2.301624 2.666241 -1.225863 -9.582154 3.327627 1.294579 0.046745 -0.697021 0.292236 -0.610596 0.011743 0.014359 -0.022856 0.999841 0.016637 0.006473 0.000234 6.731636 -66.021849 -58.219766 NONE NONE 0.000000 NONE NONE NONE 64615 NONE -12.830807 5.557939 2.832203 -1.942951 4.568100 3.562578 -1.334477 -0.292743 -0.168633 0.834473 -0.437744 0.214600 -0.128302 0.055874 0.027762 0.999976 -0.006672 -0.001464 -0.000843 78.683985 84.144045 133.647433 NONE NONE 0.000000 NONE NONE NONE 64615 NONE 8.486580 -1.610498 -4.941047 1.223716 -5.428153 -1.562655 1.619616 -2.620898 -0.883351 -0.787842 0.642334 -0.095459 0.085434 -0.016087 -0.048424 0.999872 0.008098 -0.013104 -0.004417 -77.486895 -74.480778 -6.051315 NONE NONE 0.000000 NONE NONE NONE 64615 NONE 19.874699 10.974519 6.520639 -2.583720 20.028775 2.434393 3.604744 -4.367587 0.299173 -0.844482 0.212402 0.463867 0.197068 0.108790 0.071489 0.999598 0.018021 -0.021835 0.001496 168.588034 -47.157018 133.810363 NONE NONE 0.000000 NONE NONE NONE 64615 NONE 10.474803 -1.789947 -1.372341 1.584996 0.572806 0.768823 -0.028725 -0.016512 0.209444 -0.850830 -0.313721 0.323975 0.104768 -0.017792 -0.013712 0.999999 -0.000144 -0.000083 0.001047 -174.947447 -80.598427 -63.147742 NONE NONE 0.000000 NONE NONE NONE 
64616 NONE 13.270416 -3.665121 -3.710397 -0.746184 -2.758647 4.155404 -1.775712 4.819043 0.535132 -1.321533 0.583252 -0.200195 0.131862 -0.036644 -0.039963 0.999667 -0.008878 0.024093 0.002675 -156.694328 -79.251050 119.722417 NONE NONE 0.000000 NONE NONE NONE 64616 NONE -10.317819 5.929943 -9.245446 7.858354 0.746753 -22.649491 2.331850 -0.269464 -0.012134 -0.696777 0.284180 -0.606445 -0.103050 0.060379 -0.091894 0.999931 0.011659 -0.001347 -0.000061 8.126031 -66.175508 -58.282940 NONE NONE 0.000000 NONE NONE NONE 64616 NONE -11.042496 4.153319 2.234171 -1.370349 3.343192 1.638177 -1.723782 -0.395383 0.045654 0.832275 -0.444092 0.202148 -0.110478 0.041697 0.021764 0.999961 -0.008619 -0.001977 0.000228 75.626744 84.068797 131.570534 NONE NONE 0.000000 NONE NONE NONE 64616 NONE 8.630946 -1.564388 -5.062081 1.337346 -5.364391 -1.327610 1.545818 -2.312196 -0.760772 -0.794434 0.637939 -0.095215 0.086829 -0.015587 -0.049740 0.999896 0.007729 -0.011561 -0.003804 -81.106330 -75.158986 -1.380162 NONE NONE 0.000000 NONE NONE NONE 64616 NONE 24.006157 10.058479 7.142757 -5.882985 22.481628 3.911398 2.075910 -3.615377 0.131246 -0.830566 0.221191 0.478760 0.238640 0.099963 0.076790 0.999783 0.010379 -0.018076 0.000656 170.253267 -45.134123 133.155344 NONE NONE 0.000000 NONE NONE NONE 64616 NONE 10.219021 0.161738 2.060692 1.693971 -3.297749 -0.068135 0.670434 0.031767 0.106188 -0.851074 -0.309326 0.313232 0.102193 0.001603 0.020596 0.999994 0.003352 0.000159 0.000531 -174.184474 -80.612275 -63.529835 NONE NONE 0.000000 NONE NONE NONE 
64617 NONE 14.368767 -3.035271 -5.072369 1.089921 -3.285104 5.332833 -1.606038 4.655320 0.223607 -1.295410 0.686035 -0.218018 0.142493 -0.030617 -0.053805 0.999696 -0.008029 0.023274 0.001118 -149.792264 -81.600077 111.791649 NONE NONE 0.000000 NONE NONE NONE 64617 NONE -8.409753 10.150763 -4.292721 8.664030 6.221289 -18.668023 0.901076 -3.051330 1.109578 -0.715820 0.296387 -0.572998 -0.083996 0.101237 -0.043753 0.999858 0.004505 -0.015256 0.005548 7.724663 -68.016885 -57.281549 NONE NONE 0.000000 NONE NONE NONE 64617 NONE -9.952618 2.875633 1.715070 -0.759124 2.206555 0.425441 -1.946971 -0.472765 0.267458 0.832520 -0.448242 0.187500 -0.099604 0.028787 0.016635 0.999949 -0.009735 -0.002364 0.001337 72.475241 83.842308 129.549830 NONE NONE 0.000000 NONE NONE NONE 64617 NONE 9.632149 1.417228 -4.174135 4.357586 -3.896454 -0.978954 1.961784 -1.926893 -0.625205 -0.798828 0.629150 -0.086670 0.096761 0.014273 -0.040671 0.999901 0.009809 -0.009634 -0.003126 -84.133508 -75.668200 2.940915 NONE NONE 0.000000 NONE NONE NONE 64617 NONE 16.736333 7.101558 2.943809 -3.534369 14.785323 0.582908 1.927496 -3.114574 0.099895 -0.819092 0.227783 0.500488 0.166835 0.070794 0.032722 0.999832 0.009637 -0.015572 0.000499 171.701112 -43.387695 132.670056 NONE NONE 0.000000 NONE NONE NONE 64617 NONE 10.182055 -0.073552 2.940999 2.357769 -3.896663 -0.242626 0.126110 0.002299 0.031150 -0.851074 -0.307129 0.313232 0.101821 -0.000738 0.029408 1.000000 0.000631 0.000011 0.000156 -174.033102 -80.617878 -63.590671 NONE NONE 0.000000 NONE NONE NONE 
64618 NONE 15.132220 -2.919947 -6.760824 2.906564 -4.581501 6.116526 -1.196237 4.383274 -0.014970 -1.248047 0.792969 -0.203613 0.149793 -0.029628 -0.070726 0.999742 -0.005981 0.021914 -0.000075 -139.268770 -83.657589 100.491665 NONE NONE 0.000000 NONE NONE NONE 64618 NONE 0.141780 0.753690 -3.603686 2.786255 -2.139327 -10.922928 -2.578779 -4.099117 2.135964 -0.737793 0.329590 -0.536865 0.002080 0.007092 -0.036092 0.999650 -0.012892 -0.020493 0.010679 3.643467 -70.477255 -54.497601 NONE NONE 0.000000 NONE NONE NONE 64618 NONE -9.481298 1.721559 1.246778 -0.125973 1.147109 -0.164846 -1.995121 -0.534346 0.483423 0.830322 -0.454590 0.179199 -0.094887 0.017108 0.012043 0.999944 -0.009975 -0.002672 0.002417 69.549009 83.481552 127.759471 NONE NONE 0.000000 NONE NONE NONE 64618 NONE 11.031197 4.011971 -1.871782 6.821072 -0.990460 -0.128988 1.084481 -1.691228 -0.480678 -0.803223 0.629150 -0.078125 0.110560 0.039952 -0.017567 0.999947 0.005422 -0.008456 -0.002403 -87.268453 -76.018739 6.818150 NONE NONE 0.000000 NONE NONE NONE 64618 NONE 14.442273 5.789904 -1.433168 -2.083297 10.495443 1.573252 1.129270 -3.094388 0.213943 -0.807861 0.238770 0.521973 0.144556 0.058125 -0.011768 0.999864 0.005646 -0.015471 0.001070 172.683327 -41.647386 132.179068 NONE NONE 0.000000 NONE NONE NONE 64618 NONE 10.122192 -1.412002 1.991770 2.985849 -2.383414 -0.126424 0.141401 -0.087796 -0.019511 -0.857422 -0.311523 0.325928 0.101212 -0.014144 0.019952 1.000000 0.000707 -0.000439 -0.000098 -174.048377 -80.570504 -63.491145 NONE NONE 0.000000 NONE NONE NONE 
64619 NONE 16.567457 -2.569610 -6.569458 3.411956 -4.507488 7.282437 -0.028612 3.830811 -0.212917 -1.185303 0.873291 -0.160889 0.164348 -0.025881 -0.068847 0.999816 -0.000143 0.019153 -0.001065 -122.969455 -85.223054 84.102008 NONE NONE 0.000000 NONE NONE NONE 64619 NONE 14.172776 -10.099862 -2.534905 -3.848571 -11.641943 2.790923 -5.159384 -3.920740 1.626733 -0.749268 0.364746 -0.490479 0.142973 -0.100400 -0.019959 0.999442 -0.025792 -0.019600 0.008132 -2.073325 -72.777295 -51.624023 NONE NONE 0.000000 NONE NONE NONE 64619 NONE -9.833785 0.848407 0.915205 0.451694 0.290949 0.085361 -1.912678 -0.594644 0.685865 0.830566 -0.465332 0.164795 -0.098393 0.008232 0.008780 0.999944 -0.009563 -0.002973 0.003429 67.031954 82.986136 126.352433 NONE NONE 0.000000 NONE NONE NONE 64619 NONE 11.906599 2.767586 -2.373225 5.863109 -1.460493 1.075243 -0.063658 -1.432686 -0.369826 -0.805420 0.620361 -0.067383 0.119283 0.027448 -0.022887 0.999973 -0.000318 -0.007163 -0.001849 -90.752619 -76.253212 10.397818 NONE NONE 0.000000 NONE NONE NONE 64619 NONE 13.210153 5.318692 -8.047218 0.314481 6.080480 5.368501 0.418298 -2.601032 0.395698 -0.784668 0.245361 0.543457 0.133026 0.053615 -0.078634 0.999911 0.002091 -0.013005 0.001978 173.272286 -40.225929 131.634917 NONE NONE 0.000000 NONE NONE NONE 64619 NONE 10.096948 -1.509587 1.624937 2.884202 -2.033322 -0.095973 -0.122291 -0.277817 -0.028699 -0.853027 -0.311523 0.327881 0.100945 -0.015100 0.016399 0.999999 -0.000611 -0.001389 -0.000143 -174.336497 -80.421679 -63.254886 NONE NONE 0.000000 NONE NONE NONE 
