# T   LUA LFA RUA RFA LT  LS  RT  RS  
0.999 -0.03 0.029 -0.011 -0.741 0.0 -0.67 0.047 -0.998 -0.0 -0.062 -0.033 0.717 0.0 -0.697 0.008 0.999 0.0 -0.05 -0.01 -0.715 -0.0 -0.697 0.062 -0.992 -0.0 0.057 0.11 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.135 
0.999 -0.03 0.03 -0.012 -0.741 0.0 -0.669 0.047 -0.998 -0.0 -0.062 -0.033 0.716 0.0 -0.698 0.008 0.999 0.0 -0.05 -0.01 -0.715 -0.0 -0.696 0.063 -0.992 -0.0 0.058 0.11 0.685 0.0 -0.726 0.058 0.99 0.0 0.03 0.135 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.047 -0.998 -0.0 -0.062 -0.034 0.717 0.0 -0.697 0.008 0.999 0.0 -0.05 -0.01 -0.715 -0.0 -0.697 0.062 -0.992 -0.0 0.058 0.11 0.685 0.0 -0.726 0.056 0.99 -0.0 0.03 0.136 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.047 -0.998 -0.0 -0.062 -0.033 0.717 0.0 -0.697 0.008 0.999 0.0 -0.05 -0.01 -0.715 -0.0 -0.697 0.063 -0.992 -0.0 0.058 0.11 0.685 0.0 -0.726 0.056 0.99 -0.0 0.03 0.136 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.047 -0.998 -0.0 -0.062 -0.034 0.717 0.0 -0.697 0.008 0.999 0.0 -0.05 -0.01 -0.715 -0.0 -0.697 0.063 -0.992 -0.0 0.059 0.109 0.686 0.0 -0.726 0.055 0.99 0.0 0.03 0.136 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.047 -0.998 -0.0 -0.062 -0.034 0.717 0.0 -0.697 0.009 0.999 0.0 -0.05 -0.01 -0.715 -0.0 -0.697 0.063 -0.992 -0.0 0.058 0.11 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
0.999 -0.03 0.029 -0.011 -0.741 0.0 -0.67 0.047 -0.998 -0.0 -0.062 -0.034 0.717 0.0 -0.697 0.009 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.063 -0.992 0.0 0.058 0.11 0.685 0.0 -0.726 0.056 0.99 -0.0 0.03 0.136 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 -0.0 -0.062 -0.034 0.717 0.0 -0.697 0.009 0.999 -0.0 -0.05 -0.01 -0.714 -0.0 -0.697 0.063 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.056 0.99 -0.0 0.03 0.136 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 -0.0 -0.062 -0.034 0.717 -0.0 -0.697 0.009 0.999 0.0 -0.05 -0.011 -0.714 0.0 -0.697 0.063 -0.992 0.0 0.058 0.109 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 0.0 -0.062 -0.034 0.717 0.0 -0.697 0.009 0.999 0.0 -0.05 -0.01 -0.715 -0.0 -0.697 0.063 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.135 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 -0.0 -0.062 -0.034 0.717 0.0 -0.697 0.009 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.063 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.135 
0.999 -0.03 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 -0.0 -0.061 -0.034 0.717 -0.0 -0.697 0.009 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.063 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.135 
0.999 -0.031 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.009 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.135 
0.999 -0.031 0.029 -0.011 -0.741 0.0 -0.67 0.048 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.01 0.999 0.0 -0.05 -0.011 -0.715 0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 0.0 -0.061 -0.033 0.717 0.0 -0.697 0.01 0.999 -0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 0.0 -0.061 -0.033 0.717 0.0 -0.697 0.01 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.696 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.011 -0.741 -0.0 -0.67 0.048 -0.998 0.0 -0.061 -0.034 0.717 0.0 -0.697 0.01 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.011 -0.74 -0.0 -0.67 0.049 -0.998 0.0 -0.061 -0.034 0.717 0.0 -0.697 0.01 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.011 -0.741 0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.01 0.999 -0.0 -0.05 -0.011 -0.715 0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 -0.0 0.031 0.135 
0.999 -0.031 0.029 -0.011 -0.741 -0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.01 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.011 -0.741 -0.0 -0.67 0.049 -0.998 0.0 -0.061 -0.034 0.717 0.0 -0.697 0.01 0.999 0.0 -0.051 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.135 
0.999 -0.031 0.029 -0.012 -0.74 -0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.01 0.999 0.0 -0.051 -0.011 -0.715 0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 -0.0 -0.726 0.057 0.99 0.0 0.03 0.135 
0.999 -0.031 0.029 -0.011 -0.741 0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.009 0.999 0.0 -0.05 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.011 -0.741 -0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.009 0.999 0.0 -0.051 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.012 -0.741 0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.033 0.717 0.0 -0.697 0.009 0.999 -0.0 -0.051 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.012 -0.741 -0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.009 0.999 -0.0 -0.051 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.109 0.685 0.0 -0.726 0.057 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.012 -0.741 -0.0 -0.67 0.049 -0.998 0.0 -0.061 -0.033 0.717 0.0 -0.697 0.009 0.999 0.0 -0.051 -0.011 -0.714 -0.0 -0.697 0.064 -0.992 0.0 0.059 0.109 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.012 -0.741 -0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.008 0.999 0.0 -0.051 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.109 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.012 -0.741 -0.0 -0.67 0.049 -0.998 -0.0 -0.061 -0.034 0.717 -0.0 -0.697 0.008 0.999 0.0 -0.051 -0.011 -0.715 -0.0 -0.697 0.063 -0.992 -0.0 0.059 0.109 0.685 -0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
0.999 -0.031 0.029 -0.012 -0.741 -0.0 -0.67 0.05 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.008 0.999 0.0 -0.051 -0.011 -0.715 -0.0 -0.697 0.064 -0.992 -0.0 0.058 0.109 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
0.999 -0.032 0.03 -0.013 -0.742 0.0 -0.669 0.05 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.008 0.999 0.0 -0.051 -0.011 -0.715 -0.0 -0.696 0.064 -0.992 -0.0 0.059 0.108 0.685 0.0 -0.726 0.058 0.99 0.0 0.03 0.135 
0.999 -0.031 0.029 -0.012 -0.741 0.0 -0.67 0.05 -0.998 -0.0 -0.061 -0.035 0.717 0.0 -0.697 0.007 0.999 -0.0 -0.051 -0.011 -0.714 -0.0 -0.697 0.063 -0.992 0.0 0.059 0.109 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
0.999 -0.032 0.029 -0.012 -0.741 -0.0 -0.669 0.05 -0.998 -0.0 -0.061 -0.035 0.717 0.0 -0.697 0.007 0.999 0.0 -0.051 -0.011 -0.714 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.108 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.137 
0.999 -0.032 0.029 -0.012 -0.741 -0.0 -0.669 0.05 -0.998 0.0 -0.061 -0.035 0.717 0.0 -0.697 0.006 0.999 0.0 -0.051 -0.011 -0.714 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.108 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.137 
0.999 -0.032 0.029 -0.012 -0.741 0.0 -0.669 0.05 -0.997 -0.0 -0.062 -0.035 0.717 -0.0 -0.697 0.006 0.999 0.0 -0.051 -0.012 -0.714 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.108 0.685 0.0 -0.726 0.056 0.99 0.0 0.03 0.137 
0.999 -0.032 0.029 -0.012 -0.741 -0.0 -0.669 0.051 -0.997 -0.0 -0.062 -0.035 0.717 0.0 -0.697 0.007 0.999 0.0 -0.051 -0.013 -0.714 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.108 0.685 0.0 -0.726 0.056 0.99 -0.0 0.03 0.137 
0.999 -0.032 0.029 -0.013 -0.741 0.0 -0.669 0.05 -0.998 -0.0 -0.062 -0.034 0.717 -0.0 -0.697 0.007 0.999 0.0 -0.051 -0.013 -0.714 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.108 0.685 -0.0 -0.726 0.056 0.99 0.0 0.03 0.137 
0.999 -0.032 0.029 -0.013 -0.741 -0.0 -0.669 0.051 -0.998 0.0 -0.062 -0.035 0.717 0.0 -0.697 0.007 0.999 0.0 -0.051 -0.014 -0.714 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.107 0.686 -0.0 -0.726 0.056 0.99 -0.0 0.03 0.137 
0.999 -0.032 0.029 -0.013 -0.741 -0.0 -0.669 0.051 -0.998 -0.0 -0.061 -0.034 0.717 0.0 -0.697 0.007 0.999 0.0 -0.051 -0.014 -0.714 -0.0 -0.697 0.064 -0.992 -0.0 0.059 0.107 0.686 0.0 -0.726 0.056 0.99 -0.0 0.03 0.137 
0.999 -0.032 0.029 -0.013 -0.741 -0.0 -0.669 0.051 -0.998 0.0 -0.061 -0.034 0.717 0.0 -0.697 0.006 0.999 0.0 -0.051 -0.014 -0.714 -0.0 -0.697 0.064 -0.992 -0.0 0.06 0.107 0.686 -0.0 -0.726 0.056 0.99 0.0 0.03 0.136 
